node,segment,theta,lambda,original,new,tsts_original,tsts_new,rses_original,rses_new,eses_original,eses_new,total_change,tsts_change,tsts_judge,rses_change,rses_judge,eses_change,eses_judge
3441,2654,0,0.0227881519786967,1727123593.8386018,1727219437.7740269,16096021.203418199,16202298.704761993,60072785.39026892,60169937.26612565,60072785.39026892,60168221.32937069,95843.9354250431,106277.50134379417,True,97151.87585672736,True,95435.93910177052,True
1460,5006,0,0.0227570027634013,1727123593.8386018,1727231299.155973,21291083.21384369,21409190.282916613,80834249.24729471,80947802.6870176,80834249.24729471,80947871.55557626,107705.31737112999,118107.06907292455,True,113553.43972289562,True,113622.30828155577,True
1378,4677,0,0.0227498068628524,1727123593.8386018,1727229405.8278222,26105401.67310557,26229937.619507276,71602968.85823344,71722652.80611332,71602968.85823344,71722702.6339521,105811.98922038078,124535.9464017041,True,119683.94787988067,True,119733.77571865916,True
2588,4845,0,0.0227480053627696,1727123593.8386018,1727147440.3890514,7482031.779303601,7504220.428626796,48076614.26075971,48097636.0553203,48076614.26075971,48097667.7326264,23846.550449609756,22188.64932319522,True,21021.794560588896,True,21053.471866689622,True
4442,4250,0,0.0227399176962414,1727123593.8386018,1727362940.665402,6593245.84064367,6858527.644905545,69216008.38428345,69457103.42272192,69216008.38428345,69457112.80130595,239346.82680010796,265281.8042618744,True,241095.03843846917,True,241104.41702249646,True
3294,3151,0,0.0227112319287447,1727123593.8386018,1727288084.553782,3736048.3057678705,3913681.5471832114,46301187.322357506,46466152.01389271,46301187.322357506,46466682.04183265,164490.71518015862,177633.24141534092,True,164964.69153520465,True,165494.71947514266,True
3117,6065,0,0.0226880718905643,1727123593.8386018,1727163758.709266,17178297.27835695,17222319.793614857,45938232.13715185,45979745.337738305,45938232.13715185,45979821.644218415,40164.87066411972,44022.51525790617,True,41513.20058645308,True,41589.50706656277,True
5774,3387,0,0.0226859719891448,1727123593.8386018,1727161349.0257633,15053864.128832564,15089016.764467368,81220282.58223364,81252855.04330933,81220282.58223364,81252885.23246536,37755.18716144562,35152.635634804145,True,32572.46107569337,True,32602.650231719017,True
5836,1601,0,0.0226774108153658,1727123593.8386018,1727181924.9495258,14980446.675091336,15043482.367548315,82761950.6750453,82821842.0994823,82761950.6750453,82821774.08225527,58331.11092400551,63035.692456979305,True,59891.42443700135,True,59823.40720997751,True
3774,3300,0,0.0226650389354865,1727123593.8386018,1727163211.0191681,15093106.07031555,15133052.119530851,18889376.68663306,18928643.185974643,18889376.68663306,18928630.606362708,39617.18056631088,39946.04921530187,True,39266.49934158102,True,39253.919729646295,True
2301,3996,0,0.022647183024016,1727123593.8386018,1727226661.707137,20923336.152699847,21024472.475204658,111979923.49357633,112078071.38098443,111979923.49357633,112078271.21716446,103067.86853528023,101136.32250481099,True,98147.88740809262,True,98347.72358812392,True
6946,5695,0,0.0226420904554591,1727123593.8386018,1727194009.5510116,11921450.649657965,11991556.282765701,31664872.942718975,31734727.674097583,31664872.942718975,31734648.8865484,70415.71240973473,70105.6331077367,True,69854.73137860745,True,69775.94382942468,True
3870,995,0,0.0226167381222082,1727123593.8386018,1727177681.8451405,13408431.459813664,13465171.863660976,46864459.526350334,46918181.28723701,46864459.526350334,46918231.69078498,54088.00653862953,56740.403847312555,True,53721.76088667661,True,53772.16443464905,True
4646,4446,0,0.0226139331880721,1727123593.8386018,1727283479.576163,3024889.1409314675,3188786.8316213298,31314800.04147285,31472280.040068813,31314800.04147285,31472618.63152016,159885.7375612259,163897.69068986224,True,157479.99859596416,True,157818.59004731104,True
2588,3567,0,0.022571822489282,1727123593.8386018,1727149830.1669953,5952240.902891492,5975668.044917412,48076614.26075971,48099081.623877496,48076614.26075971,48099212.31751879,26236.32839345932,23427.142025920562,True,22467.36311778426,True,22598.05675908178,True
0,1,0,0.0225680202845706,1727123593.8386018,1727289297.0589523,8686985.21028097,8859225.013008438,56199733.61497047,56362692.58996025,56199733.61497047,56362900.991924256,165703.22035050392,172239.8027274683,True,162958.9749897793,True,163167.3769537881,True
3117,6064,0,0.0225398395125986,1727123593.8386018,1727163775.3311658,17178297.27835695,17222236.414403394,45938232.13715185,45979573.392023064,45938232.13715185,45979652.38103554,40181.49256396294,43939.136046443135,True,41341.254871211946,True,41420.24388368428,True
5774,3390,0,0.0225262806474657,1727123593.8386018,1727154850.8873339,15053864.128832564,15082044.41197735,70561103.73652229,70587758.43224837,70561103.73652229,70587781.69374421,31257.048732042313,28180.283144786954,True,26654.69572608173,True,26677.95722192526,True
1378,1321,0,0.0225050729366567,1727123593.8386018,1727335396.5044236,14189512.139466103,14443457.449758958,81424140.76117174,81655005.05348262,81424140.76117174,81655151.903337,211802.6658217907,253945.3102928549,True,230864.29231087863,True,231011.14216525853,True
4176,3995,0,0.0224985381650988,1727123593.8386018,1727561764.866354,12756611.256079137,13243999.166761903,124253014.79861602,124710289.42978707,124253014.79861602,124709459.94552165,438171.027752161,487387.91068276577,True,457274.6311710477,True,456445.1469056308,True
621,3446,0,0.0224952043985117,1727123593.8386018,1727129097.618061,10668624.193693034,10680196.786721632,36842509.82235705,36852081.87290202,36842509.82235705,36851917.74622728,5503.779459238052,11572.593028597534,True,9572.050544969738,True,9407.923870228231,True
2446,5963,0,0.0224880498625564,1727123593.8386018,1727167766.598198,12157502.577736858,12203356.544508465,91072064.56226525,91116466.81743826,91072064.56226525,91116681.96178767,44172.75959610939,45853.966771606356,True,44402.255173012614,True,44617.399522423744,True
5938,5687,0,0.0224431808416706,1727123593.8386018,1727298306.1778555,7831335.925276819,8016531.171606331,13458007.1812208,13643509.32406513,13458007.1812208,13643509.268427195,174712.33925366402,185195.24632951245,True,185502.14284433052,True,185502.08720639534,True
1460,6503,0,0.0224411334540739,1727123593.8386018,1727157229.4117088,19828198.066749938,19863606.491380107,80834249.24729471,80868343.73806295,80834249.24729471,80868372.78637516,33635.573107004166,35408.424630168825,True,34094.4907682389,True,34123.5390804559,True
3441,4309,0,0.0224297842912876,1727123593.8386018,1727344861.5354457,16583385.253240142,16828481.061396383,57204713.373912916,57426157.73699137,57204713.373912916,57422357.26782673,221267.69684386253,245095.80815624073,True,221444.36307845265,True,217643.89391381294,True
1640,1329,0,0.0224262629675205,1727123593.8386018,1727226540.9956832,21693618.349145964,21803319.325382456,75649886.41510573,75753131.1491535,75649886.41510573,75753353.61993779,102947.15708136559,109700.9762364924,True,103244.7340477705,True,103467.20483206213,True
1300,4752,0,0.0224209262488763,1727123593.8386018,1727146046.0502903,15320237.747522876,15340319.947407119,46479740.25677763,46500200.28397687,46479740.25677763,46500192.16520707,22452.211688518524,20082.19988424331,True,20460.02719923854,True,20451.908429443836,True
4733,4529,0,0.0224207768692112,1727123593.8386018,1727620698.8063738,13009690.471157717,13538945.596192483,57913169.945391595,58421077.10010822,57913169.945391595,58422061.954584345,497104.967772007,529255.1250347663,True,507907.1547166258,True,508892.00919274986,True
3870,994,0,0.0224146777472485,1727123593.8386018,1727178124.573814,13408431.459813664,13465750.243686719,46864459.526350334,46919180.58345075,46864459.526350334,46918362.67675485,54530.73521208763,57318.78387305513,True,54721.05710041523,True,53903.15040451288,True
5774,4984,0,0.0223898269754673,1727123593.8386018,1727158629.994457,15123339.91931157,15157928.200929618,70561103.7365223,70593702.44287829,70561103.7365223,70593737.29080386,35036.15585517883,34588.281618047506,True,32598.70635598898,True,32633.554281562567,True
6162,5901,0,0.0223889275537029,1727123593.8386018,1727561149.79112,7802878.758341609,8250163.314247968,13642285.092349796,14085495.142892651,13642285.092349796,14085615.89240763,437555.9525182247,447284.5559063591,True,443210.05054285564,True,443330.800057834,True
3117,4615,0,0.0223874945192502,1727123593.8386018,1727163011.910648,16421637.470800586,16468749.188826818,45938232.137151845,45982586.60558226,45938232.137151845,45982676.43057391,39418.07204627991,47111.718026231974,True,44354.468430414796,True,44444.293422065675,True
3528,3372,0,0.0223872876773808,1727123593.8386018,1727265918.9181557,2910081.6923076524,3041971.661540578,74405851.5670222,74530850.17798047,74405851.5670222,74531003.19054838,142325.07955384254,131889.96923292568,True,124998.61095826328,True,125151.62352617085,True
4278,4094,0,0.0223756638237634,1727123593.8386018,1727357014.6194942,10767265.12361563,10996349.822238497,20642337.708834656,20866436.15871612,20642337.708834656,20866497.7434956,233420.78089237213,229084.69862286747,True,224098.44988146424,True,224160.03466094285,True
2588,3566,0,0.0223749126942812,1727123593.8386018,1727175929.2791262,5952240.902891492,5998970.59253833,48076614.26075971,48121094.30549518,48076614.26075971,48121533.87261097,52335.440524339676,46729.68964683823,True,44480.044735468924,True,44919.611851260066,True
621,1620,0,0.022355843396062,1727123593.8386018,1727188324.4550092,12837158.53674565,12900400.767126922,33767289.035847895,33825703.496566325,33767289.035847895,33825192.79396291,64730.61640739441,63242.23038127087,True,58414.46071843058,True,57903.758115015924,True
1460,1399,0,0.0223471318618178,1727123593.8386018,1727301327.1462865,10006298.118000638,10198388.377692401,80834249.24729471,81019969.51843919,80834249.24729471,81020120.29242164,177733.30768465996,192090.25969176367,True,185720.2711444795,True,185871.04512692988,True
6616,6336,0,0.0223324931324854,1727123593.8386018,1727288555.7658534,3331629.6732340716,3502386.1328607085,33043761.818303727,33204815.30164819,33043761.818303727,33205247.038823366,164961.92725157738,170756.45962663693,True,161053.48334446177,True,161485.22051963955,True
1580,1514,0,0.0223233490781505,1727123593.8386018,1727583949.5432096,15467948.814531125,16054887.235381968,75285303.74508157,75854293.13549829,75285303.74508157,75854216.13860238,460355.70460772514,586938.4208508432,True,568989.3904167116,True,568912.3935208023,True
3774,3299,0,0.0222974693899223,1727123593.8386018,1727163160.116524,15093106.07031555,15132945.07022104,16968760.170848507,17008596.80265947,16968760.170848507,17008595.63929443,39566.27792215347,39838.99990549125,True,39836.631810963154,True,39835.46844592318,True
94,91,0,0.0222962647153582,1727123593.8386018,1727264874.7591767,9829126.275540877,10001233.553030033,38347219.90395916,38510800.319099225,38347219.90395916,38510892.801659025,141280.9205749035,172107.27748915553,True,163580.41514006257,True,163672.89769986272,True
2446,5962,0,0.0222805898265157,1727123593.8386018,1727212586.2629004,12157502.577736858,12249807.804134067,91954480.52086772,92042790.6043607,91954480.52086772,92043864.17415752,88992.42429852486,92305.22639720887,True,88310.08349297941,True,89383.65328979492,True
2425,5704,0,0.0222751617808611,1727123593.8386018,1727205990.5424945,10378936.65856686,10463957.463658292,33019188.924238205,33101277.79652843,33019188.924238205,33101580.866141878,82396.70389270782,85020.80509143136,True,82088.87229022384,True,82391.94190367311,True
5836,1600,0,0.022271285829225,1727123593.8386018,1727181690.9940953,14980446.675091336,15043660.031476207,73743619.58945408,73805142.76069757,73743619.58945408,73805123.93076451,58097.15549349785,63213.35638487153,True,61523.17124348879,True,61504.34131042659,True
5372,4563,0,0.0222689186864638,1727123593.8386018,1727277639.927094,30886861.41813942,31063200.410073027,93896138.31108816,94066460.12715313,93896138.31108816,94066526.47279766,154046.08849215508,176338.99193360656,True,170321.8160649687,True,170388.16170950234,True
5719,5477,0,0.0222637321606331,1727123593.8386018,1727255462.3950217,3564616.4545236677,3701402.9933099085,113021649.94667998,113146617.75830612,113021649.94667998,113147160.56640765,131868.5564198494,136786.53878624085,True,124967.8116261363,True,125510.61972767115,True
3870,471,0,0.0222041926719462,1727123593.8386018,1727214624.7731502,19345793.527327966,19437625.112418123,46864459.526350334,46952778.985242516,46864459.526350334,46952855.83436308,91030.93454837799,91831.58509015664,True,88319.45889218152,True,88396.30801274627,True
3117,4614,0,0.0222034295543401,1727123593.8386018,1727163032.9411323,16421637.470800586,16468645.217202453,45938232.137151845,45982386.48842442,45938232.137151845,45982479.41633333,39439.10253047943,47007.7464018669,True,44154.35127257556,True,44247.27918148786,True
2301,3995,0,0.022202641746068,1727123593.8386018,1727326702.2600722,20923336.152699847,21119941.989408493,111979923.49357633,112168190.43370675,111979923.49357633,112170296.80872062,203108.42147040367,196605.83670864627,True,188266.94013041258,True,190373.31514428556,True
5774,5033,0,0.0221917631379274,1727123593.8386018,1727160780.8205118,13862492.876373224,13898605.89495041,70561103.73652229,70595884.52227831,70561103.73652229,70595836.41157953,37186.98190999031,36113.01857718639,True,34780.78575602174,True,34732.67505724728,True
5488,5256,0,0.0221794611483524,1727123593.8386018,1727669811.519949,15794304.373989206,16391944.953455564,91176557.7923252,91737736.15842234,91176557.7923252,91739197.79380798,546217.6813471317,597640.5794663578,True,561178.3660971373,True,562640.0014827847,True
3842,3674,0,0.022120257178716,1727123593.8386018,1727681684.31586,10930469.638383364,11486648.74573828,30343725.83621618,30889358.4086672,30343725.83621618,30889864.512093466,558090.4772582054,556179.1073549148,True,545632.5724510178,True,546138.6758772843,True
1533,1468,0,0.0221168439215799,1727123593.8386018,1728005000.8046567,18697020.67938642,19673715.53892696,38248766.88678941,39218334.86103073,38248766.88678941,39218365.874878384,881406.9660549164,976694.8595405407,True,969567.9742413163,True,969598.9880889729,True
