node,segment,theta,lambda,original,new,tsts_original,tsts_new,rses_original,rses_new,eses_original,eses_new,total_change,tsts_change,tsts_judge,rses_change,rses_judge,eses_change,eses_judge
4733,6373,0,0.0163891801954865,1727123593.8386018,1727129740.3438873,17453155.97458918,17461229.65895902,68283549.9843485,68290571.15243539,68283549.9843485,68289723.42744708,6146.50528550148,8073.684369839728,True,7021.168086886406,True,6173.443098574877,True
5327,4378,0,0.0163878242133546,1727123593.8386018,1727168131.0213668,13997419.371116586,14048268.078097664,85398572.71958931,85443451.87107646,85398572.71958931,85443650.75731589,44537.18276500702,50848.70698107779,True,44879.15148715675,True,45078.0377265811,True
2103,4626,0,0.0163858176104186,1727123593.8386018,1727131783.6724937,13306023.846389651,13314447.9498693,102468890.8736534,102476535.74820718,102468890.8736534,102476538.038275,8189.833891868591,8424.103479648009,True,7644.874553784728,True,7647.164621606469,True
4765,2441,0,0.0163857775213496,1727123593.8386018,1727180652.468488,21464701.57041637,21545771.823644478,116985868.99663135,117056175.64750901,116985868.99663135,117055657.3610434,57058.62988615036,81070.25322810933,True,70306.65087765455,True,69788.36441203952,True
290,279,0,0.0163827328615975,1727123593.8386018,1727234487.5880492,3157434.0968434033,3272583.762472027,66518617.89795384,66629353.57350328,66518617.89795384,66629316.06422478,110893.74944734573,115149.66562862368,True,110735.67554944009,True,110698.1662709415,True
4176,2482,0,0.0163794712745604,1727123593.8386018,1727078006.8104818,15938074.320215221,15899567.120128933,116086289.90199532,116048592.20487334,116086289.90199532,116048592.84903103,-45587.02812004089,-38507.200086288154,True,-37697.697121977806,True,-37697.052964285016,True
1084,1967,0,0.0163709198453438,1727123593.8386018,1727146025.0073013,14990897.956923284,15013666.911851231,64505222.34405261,64526645.58308876,64505222.34405261,64526678.25791529,22431.168699502945,22768.954927947372,True,21423.239036150277,True,21455.91386267543,True
3528,3672,0,0.0163676353550675,1727123593.8386018,1727122504.2173219,11126300.375852762,11123447.537133379,74405851.56702223,74402771.59610802,74405851.56702223,74402727.43578634,-1089.6212799549103,-2852.838719382882,True,-3079.9709142148495,True,-3124.131235897541,True
851,4750,0,0.0163672667485482,1727123593.8386018,1727154504.924129,7581257.365183123,7610397.900406687,23404630.29409306,23433628.89071607,23404630.29409306,23433637.964644637,30911.085527181625,29140.5352235632,True,28998.596623007208,True,29007.67055157572,True
5719,536,0,0.0163653507968112,1727123593.8386018,1727130087.078192,13385788.357461974,13391272.334081743,113021649.94667995,113027063.19188091,113021649.94667995,113027066.88338302,6493.239590167999,5483.976619768888,True,5413.245200961828,True,5416.936703070998,True
5449,369,0,0.0163582436562294,1727123593.8386018,1727136635.8286119,12691316.771608824,12705123.161522612,79302210.99107027,79315682.86041132,79302210.99107027,79315678.08614162,13041.990010023117,13806.389913788065,True,13471.869341045618,True,13467.095071345568,True
5488,3205,0,0.0163525131876449,1727123593.8386018,1727119104.6190305,19273992.227057982,19271726.928829327,87104354.40068375,87103231.65347406,87104354.40068375,87103189.98648097,-4489.219571352005,-2265.2982286550105,True,-1122.7472096830606,True,-1164.4142027795315,True
5606,6572,0,0.0163523855258044,1727123593.8386018,1727108530.0077157,18411130.94136102,18396884.251949996,65755933.351216316,65741837.26165707,65755933.351216316,65741837.08930315,-15063.830886125565,-14246.689411025494,True,-14096.08955924958,True,-14096.26191316545,True
30,6620,0,0.0163503167125879,1727123593.8386018,1727116354.0658994,23060984.79644766,23056949.20469986,104314737.07224822,104310927.56141162,104314737.07224822,104310944.85875484,-7239.772702455521,-4035.591747801751,True,-3809.5108366012573,True,-3792.2134933769703,True
2773,2653,0,0.0163502427026399,1727123593.8386018,1727383100.5409656,8187823.10170589,8474872.283546727,38310741.82989435,38558972.922283575,38310741.82989435,38559552.80261127,259506.70236372948,287049.181840837,True,248231.09238922596,True,248810.97271692008,True
3181,5412,0,0.0163458870190457,1727123593.8386018,1727193349.9402664,19610686.40164009,19680784.416261673,87544332.56443942,87612749.95544957,87544332.56443942,87612255.759534,69756.10166454315,70098.01462158188,True,68417.39101015031,True,67923.19509458542,True
6692,6527,0,0.0163442991823196,1727123593.8386018,1727135694.4041095,24326298.156138472,24340157.1044202,150927410.19955203,150940169.5557077,150927410.19955203,150939986.15386713,12100.565507650375,13858.948281727731,True,12759.356155663729,True,12575.95431509614,True
535,5460,0,0.0163441608819293,1727123593.8386018,1727103122.3133984,14338008.809200473,14320764.380789217,81493909.28135501,81476731.9059143,81493909.28135501,81476714.07019027,-20471.525203466415,-17244.428411256522,True,-17177.375440701842,True,-17195.21116474271,True
6971,3084,0,0.0163390098542181,1727123593.8386018,1727144003.6449614,18052975.267232537,18073567.426763922,68184663.29048699,68205047.90729603,68184663.29048699,68204729.9971107,20409.806359529495,20592.159531384706,True,20384.616809040308,True,20066.70662370324,True
6279,843,0,0.0163360682300707,1727123593.8386018,1727168143.4342256,14193169.035308007,14237266.83806362,27805101.79743413,27847605.363074034,27805101.79743413,27847637.999295533,44549.59562373161,44097.80275561288,True,42503.56563990563,True,42536.20186140388,True
2193,5573,0,0.0163323476772879,1727123593.8386018,1727125884.1237006,17203991.70084129,17206872.43606032,53357584.82826174,53358904.75757212,53357584.82826174,53358467.23859117,2290.2850987911224,2880.7352190315723,True,1319.9293103814125,True,882.4103294312954,True
5562,2137,0,0.0163278643749676,1727123593.8386018,1727266491.997724,17088633.355515465,17255178.846503217,133925743.28724234,134078192.92786863,133925743.28724234,134079928.33669822,142898.15912222862,166545.49098775163,True,152449.6406262964,True,154185.04945588112,True
4156,5025,0,0.016324641084397,1727123593.8386018,1727130501.87881,18438711.805854693,18444380.521175526,54936009.06183581,54941755.80937627,54936009.06183581,54941754.71955284,6908.040208101273,5668.715320833027,True,5746.747540459037,True,5745.65771702677,True
4074,394,0,0.0163204619331031,1727123593.8386018,1727140677.4462595,17161245.94714973,17182012.0990728,101945515.98231326,101965395.38599925,101945515.98231326,101965323.27892259,17083.607657670975,20766.151923067868,True,19879.403685986996,True,19807.296609327197,True
2079,5808,0,0.0163160324304684,1727123593.8386018,1727125313.6654637,15669992.6107826,15670712.345657164,54080523.23595085,54081607.05816029,54080523.23595085,54081614.97028752,1719.826861858368,719.7348745651543,True,1083.8222094401717,True,1091.7343366667628,True
3067,6235,0,0.016312936427017,1727123593.8386018,1727159646.6972682,13759681.074949536,13795799.02545676,96164499.86912604,96198822.31745158,96164499.86912604,96198841.69061208,36052.85866641998,36117.950507223606,True,34322.448325544596,True,34341.82148604095,True
81,898,0,0.0163068977403746,1727123593.8386018,1727129302.3011737,12501945.542001119,12511535.878583768,154286427.8525993,154294385.44318125,154286427.8525993,154294424.88897145,5708.46257185936,9590.3365826495,True,7957.5905819535255,True,7997.036372154951,True
2894,898,0,0.0163044425810797,1727123593.8386018,1727141147.5491748,15129831.744015053,15150911.404157888,100806563.81496806,100827030.94490685,100806563.81496806,100826977.12464777,17553.710572957993,21079.66014283523,True,20467.12993878126,True,20413.309679701924,True
1953,3693,0,0.0163002095796322,1727123593.8386018,1727124673.755874,21589648.484094713,21588299.600196563,82386935.56329896,82386691.3856033,82386935.56329896,82384745.8163905,1079.9172720909119,-1348.8838981501758,False,-244.17769566178322,False,-2189.746908456087,False
421,4268,0,0.0162889580949771,1727123593.8386018,1727200602.1488848,22574673.232912473,22657605.7356451,100242319.33349246,100323919.25231758,100242319.33349246,100323942.97401415,77008.31028294563,82932.5027326271,True,81599.91882511973,True,81623.64052169025,True
398,2141,0,0.0162884701853844,1727123593.8386018,1727186004.8196008,15659457.310515113,15724444.351805344,147157155.19689766,147220417.28574944,147157155.19689766,147220413.8709582,62410.98099899292,64987.04129023105,True,63262.0888517797,True,63258.67406055331,True
4383,2595,0,0.0162847620014517,1727123593.8386018,1727109170.2850254,14394364.21430289,14380447.729090575,105864040.09461991,105850553.34768577,105864040.09461991,105850572.31090134,-14423.553576469421,-13916.485212314874,True,-13486.746934145689,True,-13467.783718571067,True
2103,6642,0,0.0162831968461782,1727123593.8386018,1727148994.5943596,15339057.93325787,15364833.934245236,99619714.57971178,99644583.23852906,99619714.57971178,99644625.40885508,25400.755757808685,25776.000987365842,True,24868.65881727636,True,24910.829143300653,True
6692,4144,0,0.0162819584718565,1727123593.8386018,1727139503.4613066,18151228.91820857,18169508.43024382,150927410.19955203,150944307.35422963,150927410.19955203,150944063.9817737,15909.622704744339,18279.512035250664,True,16897.15467759967,True,16653.78222167492,True
6748,4370,0,0.0162803830957418,1727123593.8386018,1727111428.2978501,9189511.89531576,9176114.451367155,66295582.81907004,66282265.114574514,66295582.81907004,66281542.17612525,-12165.540751695633,-13397.44394860603,True,-13317.70449552685,True,-14040.642944790423,True
5449,368,0,0.0162770891020897,1727123593.8386018,1727136601.2245393,12691316.771608824,12705276.376940805,75441369.05233964,75454937.9132163,75441369.05233964,75454932.67643905,13007.385937452316,13959.605331981555,True,13568.860876649618,True,13563.62409940362,True
3419,47,0,0.0162755416578165,1727123593.8386018,1727184026.6785672,26257050.665103205,26320427.406107575,114935730.0176619,115000111.98417673,114935730.0176619,114997201.8225987,60432.839965343475,63376.74100437015,True,64381.96651482582,True,61471.80493679643,True
5827,2828,0,0.0162665804241621,1727123593.8386018,1727132888.9139132,9267346.56225062,9275016.209075617,53185697.54960942,53193512.6996434,53185697.54960942,53193351.79394512,9295.075311422348,7669.646824996918,True,7815.150033980608,True,7654.244335696101,True
5070,2890,0,0.0162624006490092,1727123593.8386018,1727133280.5488634,6612227.442887158,6623119.871798933,43152912.01975005,43163649.59495923,43152912.01975005,43163651.14991151,9686.710261583328,10892.42891177442,True,10737.57520917803,True,10739.130161456764,True
4841,5207,0,0.0162620886980651,1727123593.8386018,1727135611.9974802,18714298.30879169,18727336.98365052,85654465.89385064,85666448.56879236,85654465.89385064,85666096.0908637,12018.158878326416,13038.67485883087,True,11982.674941718578,True,11630.197013065219,True
2734,3213,0,0.0162596273434437,1727123593.8386018,1727143558.5959215,12273156.26834407,12294852.757917874,55032848.18761408,55051668.31363444,55032848.18761408,55051406.83706562,19964.757319688797,21696.4895738028,True,18820.126020357013,True,18558.64945153892,True
2842,3874,0,0.0162592108411781,1727123593.8386018,1727121969.669685,13026917.84586415,13025212.3424764,82052982.97367118,82051345.82791677,82052982.97367118,82051335.82993172,-1624.168916940689,-1705.5033877510577,True,-1637.1457544118166,True,-1647.1437394618988,True
3566,3408,0,0.0162558493491482,1727123593.8386018,1727485553.4451203,10216686.61454747,10595641.059371844,15052734.385593435,15416121.337751485,15052734.385593435,15416168.756082159,361959.606518507,378954.44482437335,True,363386.9521580506,True,363434.37048872374,True
1261,253,0,0.0162546115886342,1727123593.8386018,1727118052.4147565,10910700.026548073,10905094.66678345,80049358.62927987,80043801.70183456,80049358.62927987,80043730.61668703,-5541.423845291138,-5605.359764622524,True,-5556.927445307374,True,-5628.0125928372145,True
2233,863,0,0.0162531655537213,1727123593.8386018,1727139402.2332058,10252849.32971762,10270162.472432885,136662070.10583156,136677551.4947437,136662070.10583156,136677359.51022992,15808.394603967667,17313.142715265974,True,15481.388912141323,True,15289.404398351908,True
6925,2275,0,0.0162380569014657,1727123593.8386018,1727147622.8291094,11759981.343960574,11783541.16595395,67534940.80755487,67558846.86480524,67534940.80755487,67558845.54881662,24028.99050760269,23559.821993375197,True,23906.057250365615,True,23904.74126175046,True
3818,1374,0,0.016237406978937,1727123593.8386018,1727161671.5567229,12821639.115308262,12858491.304995775,74347267.09855129,74383228.96789138,74347267.09855129,74383221.51850376,38077.71812105179,36852.189687512815,True,35961.869340091944,True,35954.419952467084,True
2257,5101,0,0.0162370510675435,1727123593.8386018,1727250186.742433,11743298.13666005,11877438.914061949,89556137.9253627,89675770.69919872,89556137.9253627,89677351.06366788,126592.90383124352,134140.77740189806,True,119632.77383601665,True,121213.13830517232,True
1659,2836,0,0.0162367393011957,1727123593.8386018,1727141188.0968795,12675178.808220053,12694309.474284902,61948757.30608414,61967602.81865762,61948757.30608414,61967582.49517828,17594.258277654648,19130.666064849123,True,18845.512573480606,True,18825.189094141126,True
5327,4761,0,0.016235375148631,1727123593.8386018,1727179329.1106026,17258471.55117794,17319584.73416265,85398572.7195893,85454554.91178098,85398572.7195893,85453728.02711147,55735.27200078964,61113.18298470974,True,55982.19219169021,True,55155.307522177696,True
3515,4632,0,0.0162305630848431,1727123593.8386018,1727120478.6367688,9663797.576101584,9659680.598777575,45662137.338258415,45658142.18596776,45662137.338258415,45658138.88356897,-3115.20183300972,-4116.977324008942,True,-3995.1522906571627,True,-3998.4546894431114,True
2940,2811,0,0.0162298563228908,1727123593.8386018,1727336472.0987735,6545699.1929361075,6761081.778482901,121120411.05319956,121327201.79370353,121120411.05319956,121327348.62028264,212878.26017165184,215382.58554679342,True,206790.7405039668,True,206937.56708307564,True
1084,3610,0,0.016226123136889,1727123593.8386018,1727195655.5232298,15745372.39399695,15820805.719294826,64505222.34405261,64577284.25081788,64505222.34405261,64577350.65993385,72061.6846280098,75433.32529787533,True,72061.90676526725,True,72128.31588123739,True
653,5586,0,0.0162260530648247,1727123593.8386018,1727109929.2430365,11175758.838654643,11163056.838519847,58329543.80515768,58317208.796619594,58329543.80515768,58317169.23672335,-13664.595565319061,-12702.000134795904,True,-12335.008538082242,True,-12374.56843432784,True
1362,6083,0,0.0162254207591602,1727123593.8386018,1727124227.8366015,11191235.574830677,11190565.796235677,46302662.933373205,46302173.384783186,46302662.933373205,46302171.78964622,633.9979996681213,-669.7785950005054,False,-489.5485900193453,False,-491.1437269821763,False
2842,3671,0,0.0162246264678723,1727123593.8386018,1727102779.4104395,15911534.247501869,15893780.713533554,84860945.36310288,84843445.8876739,84860945.36310288,84843407.15605824,-20814.42816233635,-17753.53396831453,True,-17499.47542898357,True,-17538.207044646144,True
6764,3843,0,0.0162230816629455,1727123593.8386018,1727134672.2027676,11155021.523950279,11166478.484699246,73043479.30276155,73054705.05311218,73043479.30276155,73054581.13440469,11078.364165782928,11456.960748966783,True,11225.750350624323,True,11101.831643134356,True
5221,4865,0,0.0162194813861682,1727123593.8386018,1727145610.1181338,14455713.289483113,14488079.946946869,63355525.99813963,63384737.005870596,63355525.99813963,63383900.1781048,22016.27953195572,32366.65746375546,True,29211.007730968297,True,28374.17996517569,True
81,1521,0,0.0162110695058351,1727123593.8386018,1727140077.2157168,19088395.240608096,19111361.92805987,149571795.7568719,149591446.3410622,149571795.7568719,149591465.61958143,16483.377115011215,22966.68745177239,True,19650.584190279245,True,19669.862709522247,True
2894,1521,0,0.0162086287743968,1727123593.8386018,1727166175.4225423,21716281.442622032,21764426.65869485,96091931.71924067,96139540.50691119,96091931.71924067,96139512.86059585,42581.58394050598,48145.2160728164,True,47608.78767052293,True,47581.1413551867,True
5849,5480,0,0.0162077646440091,1727123593.8386018,1727145455.4005241,10158813.479027787,10178812.872250589,121150607.82841054,121171053.41811822,121150607.82841054,121170877.80401559,21861.561922311783,19999.393222801387,True,20445.589707687497,True,20269.97560505569,True
6101,4252,0,0.0162000812060435,1727123593.8386018,1727151656.4315703,14665202.738920871,14700168.650752995,76651507.86622293,76685415.21985464,76651507.86622293,76681452.11538386,28062.592968463898,34965.911832123995,True,33907.353631705046,True,29944.249160930514,True
6692,6526,0,0.016199732487005,1727123593.8386018,1727135700.8065915,24326298.156138472,24340079.60658893,150927410.19955203,150940113.42303056,150927410.19955203,150939924.25060883,12106.967989683151,13781.450450457633,True,12703.223478525877,True,12514.051056802273,True
4765,2440,0,0.0161985523794399,1727123593.8386018,1727180868.2936409,21464701.57041637,21548331.714786552,114669351.04975446,114743475.58816479,114669351.04975446,114743485.46521527,57274.45503902435,83630.14437018335,True,74124.53841033578,True,74134.41546081007,True
3349,4757,0,0.0161977489688514,1727123593.8386018,1727116926.0641053,6333784.211150266,6324950.280034447,62627320.69053841,62618844.92912854,62627320.69053841,62618712.18714902,-6667.774496555328,-8833.931115819141,True,-8475.76140986383,True,-8608.503389388323,True
4504,1736,0,0.0161929179731225,1727123593.8386018,1727179183.1425292,15205434.968371086,15262956.742289722,44560251.1762863,44616196.324188665,44560251.1762863,44609473.437825814,55589.30392742157,57521.77391863614,True,55945.14790236205,True,49222.26153951138,True
5449,371,0,0.0161918696792297,1727123593.8386018,1727133312.9799926,12691316.771608824,12701623.463138543,69243388.6434919,69253586.57376476,69243388.6434919,69253589.33742823,9719.141390800476,10306.691529719159,True,10197.930272862315,True,10200.69393633306,True
3983,3809,0,0.0161895545317213,1727123593.8386018,1727411337.141743,7051688.9801370315,7345681.406950501,14883024.90541385,15173166.278119083,14883024.90541385,15173229.285876878,287743.3031411171,293992.42681346927,True,290141.3727052342,True,290204.3804630283,True
1640,1224,0,0.0161885628733929,1727123593.8386018,1727113943.033599,14144930.798555592,14132200.268785853,76693856.85272555,76681690.19535507,76693856.85272555,76681688.07960664,-9650.80500292778,-12730.529769739136,True,-12166.657370477915,True,-12168.773118913174,True
5868,1494,0,0.0161806701053002,1727123593.8386018,1727202193.6685085,27102931.417875584,27184709.282355044,84466692.15741448,84545475.25041962,84466692.15741448,84545528.39862065,78599.82990670204,81777.86447945982,True,78783.09300513566,True,78836.24120616913,True
5254,5031,0,0.0161750884461805,1727123593.8386018,1727209723.300797,3492112.837416311,3587560.792020688,90672143.0767822,90756470.47544537,90672143.0767822,90755746.41744694,86129.462195158,95447.95460437704,True,84327.39866317809,True,83603.34066474438,True
6764,6319,0,0.0161702071059968,1727123593.8386018,1727169747.5352535,10162610.447672933,10211231.959105382,73043479.30276155,73091960.44750372,73043479.30276155,73091164.16789591,46153.69665169716,48621.5114324484,True,48481.144742161036,True,47684.865134358406,True
4841,5206,0,0.0161668841625295,1727123593.8386018,1727135730.100607,18714298.30879169,18727445.530936867,72079387.62542847,72091254.3966243,72079387.62542847,72090932.77015908,12136.262005090714,13147.222145177424,True,11866.771195828915,True,11545.144730612636,True
2233,862,0,0.0161563010164725,1727123593.8386018,1727139713.9175622,10252849.32971762,10270511.802728424,136662070.10583156,136677653.7526462,136662070.10583156,136677338.72395697,16120.078960418701,17662.473010804504,True,15583.646814644337,True,15268.618125408888,True
30,3799,0,0.0161560615819178,1727123593.8386018,1727119725.3615966,21583708.227712177,21582230.78011712,104314737.07224822,104313330.17253321,104314737.07224822,104313326.76841724,-3868.4770052433014,-1477.4475950561464,True,-1406.8997150063515,True,-1410.3038309812546,True
6153,3729,0,0.0161551574965855,1727123593.8386018,1727135626.6554668,6511758.742760417,6522210.768843774,127843595.9556924,127854822.20013443,127843595.9556924,127853790.69219221,12032.816864967346,10452.0260833567,True,11226.244442030787,True,10194.73649981618,True
535,5459,0,0.0161533403001615,1727123593.8386018,1727102614.1375513,14338008.809200473,14320219.59356383,81493909.28135501,81476236.50571726,81493909.28135501,81476191.8466166,-20979.701050519943,-17789.21563664265,True,-17672.775637745857,True,-17717.4347384125,True
6971,5304,0,0.0161527964443188,1727123593.8386018,1727138823.0018373,13229717.329867406,13243897.953930795,71737090.25509754,71751171.95790179,71737090.25509754,71750904.88885167,15229.16323542595,14180.624063389376,True,14081.702804252505,True,13814.633754134178,True
2193,5572,0,0.0161520112227344,1727123593.8386018,1727125276.9965606,17203991.70084129,17207681.346090417,62011714.90555828,62010353.10057047,62011714.90555828,62010247.990724534,1683.1579587459564,3689.6452491283417,True,-1361.8049878105521,False,-1466.9148337468505,False
6957,5897,0,0.0161512010138219,1727123593.8386018,1727125264.1506915,6897738.815962629,6899589.951371186,73329129.26458727,73329656.84427002,73329129.26458727,73329325.94030336,1670.3120896816254,1851.1354085570201,True,527.57968275249,True,196.6757160872221,True
3067,6234,0,0.0161508240930372,1727123593.8386018,1727159703.9028697,13759681.074949536,13795901.048771694,96164499.86912604,96198664.68897492,96164499.86912604,96198626.83251055,36110.064267873764,36219.97382215783,True,34164.81984888017,True,34126.96338450909,True
4156,1415,0,0.0161490261659386,1727123593.8386018,1727136149.3836083,17160224.828012288,17170720.798078567,54936009.061835825,54946693.49587265,54936009.061835825,54946689.28032285,12555.545006513596,10495.970066279173,True,10684.434036821127,True,10680.218487024307,True
6748,3699,0,0.0161469710504765,1727123593.8386018,1727100898.3524866,17213371.655767173,17188496.53818673,84058385.09473558,84033802.39608006,84058385.09473558,84032511.1539917,-22695.48611521721,-24875.11758044362,True,-24582.69865551591,True,-25873.940743878484,True
5070,6122,0,0.0161467021350646,1727123593.8386018,1727129247.2776353,5712421.4349230435,5716390.808594994,65376590.52954008,65381673.17766121,65376590.52954008,65381457.678540796,5653.439033508301,3969.3736719507724,True,5082.648121133447,True,4867.14900071919,True
5719,17,0,0.0161453704328178,1727123593.8386018,1727132973.2807302,12251601.664804637,12259486.3996304,113021649.94667998,113029593.13004212,113021649.94667998,113029596.92308508,9379.442128419876,7884.734825761989,True,7943.183362141252,True,7946.976405099034,True
3528,3876,0,0.0161442338164002,1727123593.8386018,1727123333.2852337,8241683.974215045,8240666.061649804,82101167.13097899,82100232.08826175,82101167.13097899,82100218.02929567,-260.55336809158325,-1017.9125652406365,True,-935.0427172333002,True,-949.101683318615,True
6692,4143,0,0.016136416377316,1727123593.8386018,1727139510.5517843,18151228.91820857,18169420.65459309,150927410.19955203,150944233.4479577,150927410.19955203,150943982.13831222,15916.71318244934,18191.73638452217,True,16823.24840566516,True,16571.938760191202,True
3515,6648,0,0.0161321999767632,1727123593.8386018,1727113645.0760636,11696831.662969805,11684551.057955276,45662137.338258415,45650127.184872046,45662137.338258415,45650126.35519953,-9948.762538194656,-12280.60501452908,True,-12010.153386369348,True,-12010.98305888474,True
6279,842,0,0.0161307202266545,1727123593.8386018,1727168245.4651763,14193169.035308007,14237609.786589982,27805101.79743413,27847481.28934786,27805101.79743413,27847479.16867398,44651.6265745163,44440.75128197484,True,42379.49191373214,True,42377.37123985216,True
2079,2841,0,0.0161280150411766,1727123593.8386018,1727124876.9247115,11768708.209325587,11769243.459810065,54080523.23595085,54081323.4074776,54080523.23595085,54081321.7264021,1283.086109638214,535.2504844777286,True,800.1715267524123,True,798.4904512465,True
1362,2009,0,0.0161276737381822,1727123593.8386018,1727124792.1249857,14173440.036141513,14171235.686178913,46302662.9333732,46300942.028762676,46302662.9333732,46300940.39457073,1198.2863838672638,-2204.3499625995755,False,-1720.9046105220914,False,-1722.5388024672866,False
484,466,0,0.0161270661083767,1727123593.8386018,1727291198.7128325,11644104.812909963,11829053.176628215,25815604.043260515,25990788.23020778,25815604.043260515,25990748.68785706,167604.87423062325,184948.36371825263,True,175184.18694726378,True,175144.6445965469,True
1261,252,0,0.0161244426278768,1727123593.8386018,1727118044.58557,10910700.026548073,10904993.845671978,74469675.75899133,74464202.16190784,74469675.75899133,74464193.88764355,-5549.253031730652,-5706.180876094848,True,-5473.597083494067,True,-5481.871347784996,True
5449,6003,0,0.0161181010062694,1727123593.8386018,1727138721.6981304,16791925.729140364,16808618.590645306,73104230.5822225,73120518.69585963,73104230.5822225,73120501.02154689,15127.859528541565,16692.86150494218,True,16288.113637119532,True,16270.439324378967,True
3528,3875,0,0.0161137699167654,1727123593.8386018,1727123358.8770409,8241683.974215045,8240602.633131555,84426818.05392912,84425886.39671794,84426818.05392912,84425856.42778347,-234.96156096458435,-1081.3410834893584,True,-931.6572111845016,True,-961.6261456459761,True
4074,393,0,0.0161024485272917,1727123593.8386018,1727140712.8928115,17161245.94714973,17182340.356769186,101945515.98231326,101967161.71810618,101945515.98231326,101965207.59626229,17119.054209709167,21094.409619454294,True,21645.735792919993,True,19691.613949030638,True
851,4124,0,0.0160954135562712,1727123593.8386018,1727150719.4358716,8456722.81593048,8478999.245067585,23404630.29409306,23427126.349052176,23404630.29409306,23427128.725688938,27125.597269773483,22276.429137105122,True,22496.05495911464,True,22498.431595876813,True
5080,4865,0,0.0160932086941363,1727123593.8386018,1727198305.604564,3170928.193640064,3250562.0514462646,149628118.74516124,149697735.2885049,149628118.74516124,149698275.2742533,74711.76596212387,79633.85780620063,True,69616.54334366322,True,70156.52909207344,True
4383,2594,0,0.0160890811310726,1727123593.8386018,1727108725.5578885,14394364.21430289,14379803.610591153,98968599.06224684,98954356.74632043,98968599.06224684,98954353.55050702,-14868.280713319778,-14560.60371173732,True,-14242.315926417708,True,-14245.511739820242,True
3528,3063,0,0.0160812954888192,1727123593.8386018,1727112246.96662,10492711.827985711,10479650.118607106,82601599.08574124,82588620.30894211,82601599.08574124,82588595.02238145,-11346.871981859207,-13061.709378605708,True,-12978.77679912746,True,-13004.0633597821,True
3181,3724,0,0.016077291860034,1727123593.8386018,1727159341.5119188,11654833.52731952,11693447.588469978,87544332.56443942,87582151.20263113,87544332.56443942,87581866.15445879,35747.67331695557,38614.06115045771,True,37818.63819171488,True,37533.590019375086,True
30,2211,0,0.0160764389244174,1727123593.8386018,1727103929.251646,27297352.17630352,27284916.02312664,104314737.07224822,104303176.08241606,104314737.07224822,104303179.18166363,-19664.58695578575,-12436.153176881373,True,-11560.989832162857,True,-11557.89058458805,True
2301,4852,0,0.0160745882559865,1727123593.8386018,1727120639.495535,12467293.611788226,12460209.50525499,111979923.49357633,111973278.2055832,111979923.49357633,111973259.36199944,-2954.343066930771,-7084.106533236802,True,-6645.287993133068,True,-6664.131576895714,True
6925,2278,0,0.0160734969251409,1727123593.8386018,1727140600.722993,11759981.343960574,11776626.612483889,77271210.55158669,77288140.84599811,77271210.55158669,77288132.87900212,17006.884391069412,16645.268523314968,True,16930.294411420822,True,16922.327415436506,True
4841,5205,0,0.0160672833728144,1727123593.8386018,1727135741.881369,18714298.30879169,18727442.711991396,72079387.62542847,72091857.81896302,72079387.62542847,72090831.4275129,12148.0427672863,13144.403199706227,True,12470.193534553051,True,11443.802084431052,True
4304,4119,0,0.0160670396794293,1727123593.8386018,1727191203.9463367,3729561.808828847,3792645.6483484767,10500287.745711425,10563236.010398252,10500287.745711425,10563219.301428694,67610.1077349186,63083.83951962972,True,62948.26468682662,True,62931.55571726896,True
3419,686,0,0.0160654955131179,1727123593.8386018,1727105495.2256,9974991.120455261,9957951.338465672,116190656.99069786,116173595.77007203,116190656.99069786,116172701.60933833,-18098.613001823425,-17039.781989589334,True,-17061.220625832677,True,-17955.381359532475,True
421,4267,0,0.0160634715126904,1727123593.8386018,1727282048.0548072,22574673.232912473,22746600.575087223,100242319.33349246,100408549.3017008,100242319.33349246,100409258.48565479,158454.2162053585,171927.34217474982,True,166229.9682083428,True,166939.15216232836,True
5327,6260,0,0.0160577116812054,1727123593.8386018,1727200883.648552,21770995.652755227,21857650.912409574,85398572.7195893,85478207.63444193,85398572.7195893,85475800.75622675,77289.8099501133,86655.25965434685,True,79634.91485263407,True,77228.03663745522,True
1659,6664,0,0.01605505886254,1727123593.8386018,1727151810.369065,14385716.893247312,14417052.595594496,68700873.40872137,68730552.18605158,68700873.40872137,68730333.32525507,28216.53046321869,31335.7023471836,True,29678.777330204844,True,29459.91653369367,True
6692,4702,0,0.0160529196293094,1727123593.8386018,1727142586.9766686,26420287.741028637,26442022.427305475,150927410.19955206,150947719.34076306,150927410.19955206,150947393.2541552,18993.138066768646,21734.686276838183,True,20309.141211003065,True,19983.054603129625,True
2233,5796,0,0.0160517986059942,1727123593.8386018,1727163887.7971318,14666984.06337915,14713821.355635881,145252132.92274997,145295216.30735528,145252132.92274997,145292570.36477953,40293.95852994919,46837.29225673154,True,43083.38460531831,True,40437.44202956557,True
398,2143,0,0.0160455566456422,1727123593.8386018,1727175698.4111292,15659457.310515113,15713836.3181425,150453850.81444126,150506468.51125044,150453850.81444126,150506473.805422,52104.5725274086,54379.0076273866,True,52617.69680917263,True,52622.99098074436,True
5827,463,0,0.0160453023026936,1727123593.8386018,1727118184.106793,8348318.625258495,8340762.705351183,61017033.47488624,61010828.26636748,61017033.47488624,61009738.90272354,-5409.731808900833,-7555.919907311909,True,-6205.208518758416,True,-7294.572162695229,True
