segment_id,edge_id,OD_id,type,length,matching_nodes,shared_distance,detour 
2954,[724],134,0,500.00,[4460],[1000],[0]
2955,[3474],134,0,500.00,"[4460, 4765]","[1000, 1500]","[0, 1000]"
2956,[3473],134,0,500.00,"[4460, 4765]","[1000, 1500]","[0, 1000]"
2957,[3472],134,0,500.00,[4460],[1000],[1000]
2958,[3471],134,0,500.00,[],[],[]
2959,"[2889, 1401, 530, 2018]",135,1,0.00,"[1121, 3094]","[10000, 10500]","[0, 0]"
2960,[531],135,0,500.00,"[1121, 3094]","[10000, 10500]","[0, 1000]"
2961,[532],135,0,500.00,[1121],[10000],[1000]
2962,[533],135,0,500.00,[],[],[]
2963,[534],135,0,500.00,[],[],[]
2964,[535],135,0,500.00,[],[],[]
2965,[536],135,0,500.00,[],[],[]
2966,[537],135,0,500.00,[],[],[]
2967,[538],135,0,500.00,[],[],[]
2968,[539],135,0,500.00,[],[],[]
2969,[540],135,0,500.00,[],[],[]
2970,[541],135,0,500.00,[],[],[]
2971,[542],135,0,500.00,[],[],[]
2972,[543],135,0,500.00,[],[],[]
2973,[544],135,0,500.00,[],[],[]
2974,[545],135,0,500.00,[],[],[]
2975,[546],135,0,500.00,[],[],[]
2976,[547],135,0,500.00,[],[],[]
2977,[548],135,0,500.00,[5372],[500],[0]
2978,[549],135,0,500.00,"[5372, 5094]","[500, 1000]","[0, 1000]"
2979,[550],135,0,500.00,[5372],[500],[0]
2980,[3468],135,0,500.00,[],[],[]
2981,"[584, 2775, 1904, 1455]",136,1,0.00,[3117],[12500],[0]
2982,[585],136,0,500.00,[3117],[12500],[1000]
2983,[586],136,0,500.00,[],[],[]
2984,[587],136,0,500.00,[],[],[]
2985,[588],136,0,500.00,[3094],[9500],[0]
2986,[589],136,0,500.00,[1121],[9000],[0]
2987,[590],136,0,500.00,[5477],[4500],[0]
2988,[591],136,0,500.00,[5477],[4500],[0]
2989,[592],136,0,500.00,[5477],[4500],[0]
2990,[593],136,0,500.00,"[5477, 2103]","[4500, 7000]","[1000, 0]"
2991,[594],136,0,500.00,[2103],[7000],[0]
2992,[595],136,0,500.00,"[2103, 2927]","[7000, 5500]","[0, 1000]"
2993,[596],136,0,500.00,[2103],[7000],[1000]
2994,[597],136,0,500.00,[],[],[]
2995,[598],136,0,500.00,[],[],[]
2996,[599],136,0,500.00,[],[],[]
2997,[600],136,0,500.00,[3515],[3500],[0]
2998,[601],136,0,500.00,[3515],[3500],[0]
2999,[602],136,0,500.00,[3515],[3500],[0]
3000,[603],136,0,500.00,[3515],[3500],[1000]
3001,[604],136,0,500.00,[1710],[1500],[0]
3002,[605],136,0,500.00,"[3336, 1710]","[1000, 1500]","[0, 0]"
3003,[3383],136,0,500.00,"[3336, 4121, 1710]","[1000, 1500, 1500]","[0, 1000, 0]"
3004,[3382],136,0,500.00,"[3336, 4121, 1710]","[1000, 1500, 1500]","[0, 1000, 1000]"
3005,[3381],136,0,500.00,[3336],[1000],[1000]
3006,[3380],136,0,500.00,[],[],[]
3007,"[880, 9, 2900]",137,1,0.00,[3144],[8000],[0]
3008,[2030],137,0,500.00,[3144],[8000],[1000]
3009,[2031],137,0,500.00,[1500],[6000],[0]
3010,[2032],137,0,500.00,[],[],[]
3011,[2033],137,0,500.00,[],[],[]
3012,[126],137,0,500.00,[],[],[]
3013,[127],137,0,500.00,[635],[5000],[1000]
3014,[128],137,0,500.00,"[635, 6748]","[5000, 4500]","[1000, 1000]"
3015,[129],137,0,500.00,"[6748, 4733]","[4500, 4000]","[1000, 1000]"
3016,[130],137,0,500.00,[4733],[4000],[1000]
3017,[131],137,0,500.00,[],[],[]
3018,[132],137,0,500.00,[],[],[]
3019,[133],137,0,500.00,[1300],[2000],[1000]
3020,[134],137,0,500.00,"[1300, 1213]","[2000, 500]","[1000, 0]"
3021,[135],137,0,500.00,[1213],[500],[0]
3022,[136],137,0,500.00,"[1213, 3205]","[500, 500]","[0, 1000]"
3023,[137],137,0,500.00,[],[],[]
3024,"[1395, 524, 1844, 2715]",138,1,0.00,"[3162, 5107, 653, 2734]","[8500, 7500, 7500, 7500]","[0, 0, 0, 0]"
3025,[525],138,0,500.00,"[3162, 5107, 653, 2734]","[8500, 7500, 7500, 7500]","[1000, 0, 0, 0]"
3026,[526],138,0,500.00,"[6866, 5107, 653, 2734]","[6500, 7500, 7500, 7500]","[0, 1000, 1000, 1000]"
3027,[527],138,0,500.00,[],[],[]
3028,[528],138,0,500.00,[3094],[5500],[0]
3029,[529],138,0,500.00,"[1121, 3094]","[5000, 5500]","[0, 0]"
3030,[530],138,0,500.00,"[1121, 5684, 3094]","[5000, 4500, 5500]","[0, 0, 0]"
3031,[531],138,0,500.00,"[1121, 5684, 3094]","[5000, 4500, 5500]","[0, 0, 1000]"
3032,[532],138,0,500.00,"[1121, 5684]","[5000, 4500]","[1000, 0]"
3033,[533],138,0,500.00,[5684],[4500],[1000]
3034,[534],138,0,500.00,[],[],[]
3035,[535],138,0,500.00,[2927],[2000],[0]
3036,[536],138,0,500.00,[2927],[2000],[0]
3037,[537],138,0,500.00,[2927],[2000],[0]
3038,[538],138,0,500.00,"[3913, 5590, 2927]","[500, 500, 2000]","[0, 0, 1000]"
3039,[539],138,0,500.00,[],[],[]
3040,[3149],138,0,500.00,"[3913, 3933, 5590]","[500, 500, 500]","[1000, 1000, 1000]"
3041,[3148],138,0,500.00,[],[],[]
3042,"[1146, 275, 3054, 2183]",139,1,0.00,"[2714, 3181]","[9000, 11000]","[1000, 0]"
3043,[1145],139,0,500.00,"[3818, 3181]","[9500, 11000]","[0, 1000]"
3044,[1144],139,0,500.00,[4383],[9000],[0]
3045,[1143],139,0,500.00,[4383],[9000],[0]
3046,[1142],139,0,500.00,"[6153, 1150, 4383]","[3500, 8000, 9000]","[0, 0, 0]"
3047,[1141],139,0,500.00,"[6153, 1150, 4383]","[3500, 8000, 9000]","[0, 0, 1000]"
3048,[1140],139,0,500.00,"[6153, 1150]","[3500, 8000]","[0, 1000]"
3049,[1139],139,0,500.00,[6153],[3500],[1000]
3050,[1138],139,0,500.00,[],[],[]
3051,[1137],139,0,500.00,[],[],[]
3052,[1136],139,0,500.00,[],[],[]
3053,[1135],139,0,500.00,[],[],[]
3054,[1134],139,0,500.00,[6319],[4000],[0]
3055,[1133],139,0,500.00,"[136, 6319]","[4500, 4000]","[1000, 0]"
3056,[1807],139,0,500.00,"[136, 6319]","[4500, 4000]","[1000, 0]"
3057,[1808],139,0,500.00,"[6692, 6319]","[3500, 4000]","[1000, 1000]"
3058,[1809],139,0,500.00,[6692],[3500],[1000]
3059,[1810],139,0,500.00,[],[],[]
3060,[1811],139,0,500.00,[],[],[]
3061,[1812],139,0,500.00,[],[],[]
3062,[1813],139,0,500.00,[353],[1000],[1000]
3063,[1814],139,0,500.00,"[3360, 353, 3528, 302, 3162]","[500, 1000, 500, 500, 500]","[1000, 1000, 1000, 1000, 1000]"
3064,[1815],139,0,500.00,[],[],[]
3065,"[979, 108, 3251, 2380]",140,1,0.00,"[1788, 3205]","[4000, 15500]","[1000, 0]"
3066,[978],140,0,500.00,"[1788, 3205]","[4000, 15500]","[1000, 1000]"
3067,[977],140,0,500.00,[6069],[13500],[0]
3068,[976],140,0,500.00,[6069],[13500],[0]
3069,[975],140,0,500.00,"[2633, 6764, 6069]","[13500, 8000, 13500]","[1000, 1000, 0]"
3070,[974],140,0,500.00,"[2633, 6764, 6069]","[13500, 8000, 13500]","[1000, 1000, 1000]"
3071,[973],140,0,500.00,[],[],[]
3072,[972],140,0,500.00,[],[],[]
3073,[2178],140,0,500.00,[],[],[]
3074,[2179],140,0,500.00,[],[],[]
3075,[2180],140,0,500.00,[],[],[]
3076,[2181],140,0,500.00,[],[],[]
3077,[2182],140,0,500.00,[5042],[9500],[1000]
3078,[2183],140,0,500.00,[5042],[9500],[1000]
3079,[2184],140,0,500.00,[],[],[]
3080,[2185],140,0,500.00,[],[],[]
3081,[2186],140,0,500.00,[3791],[7500],[1000]
3082,[2187],140,0,500.00,[3791],[7500],[1000]
3083,[2188],140,0,500.00,[],[],[]
3084,[2189],140,0,500.00,[6971],[6000],[1000]
3085,[2190],140,0,500.00,[6971],[6000],[1000]
3086,[2191],140,0,500.00,[],[],[]
3087,[2192],140,0,500.00,[],[],[]
3088,[2193],140,0,500.00,[],[],[]
3089,[2194],140,0,500.00,[],[],[]
3090,[2195],140,0,500.00,[],[],[]
3091,[2196],140,0,500.00,[],[],[]
3092,[2197],140,0,500.00,[3729],[2000],[1000]
3093,[2198],140,0,500.00,"[3729, 2588]","[2000, 1500]","[1000, 1000]"
3094,[2199],140,0,500.00,[2588],[1500],[1000]
3095,[2200],140,0,500.00,[],[],[]
3096,[2201],140,0,500.00,[],[],[]
3097,"[1056, 185, 2964, 2093]",141,1,0.00,"[4690, 4317, 3238]","[10500, 12000, 13000]","[1000, 0, 0]"
3098,[1055],141,0,500.00,"[4317, 3238]","[12000, 13000]","[0, 1000]"
3099,[1054],141,0,500.00,[4317],[12000],[0]
3100,[1053],141,0,500.00,[4317],[12000],[1000]
3101,[1052],141,0,500.00,[],[],[]
3102,[1051],141,0,500.00,[],[],[]
3103,[1050],141,0,500.00,[],[],[]
3104,[1920],141,0,500.00,"[5730, 4237]","[8500, 8500]","[0, 1000]"
3105,[1921],141,0,500.00,"[5730, 4237, 3463]","[8500, 8500, 9000]","[0, 1000, 1000]"
3106,[1922],141,0,500.00,"[5730, 3463]","[8500, 9000]","[0, 1000]"
3107,[1923],141,0,500.00,[5730],[8500],[1000]
3108,[1924],141,0,500.00,"[6450, 5013]","[7500, 7500]","[1000, 1000]"
3109,[1925],141,0,500.00,"[6450, 5013]","[7500, 7500]","[1000, 1000]"
3110,[1926],141,0,500.00,[],[],[]
3111,[1927],141,0,500.00,[],[],[]
3112,[1928],141,0,500.00,[],[],[]
3113,[1929],141,0,500.00,[],[],[]
3114,[1930],141,0,500.00,[5719],[4500],[1000]
3115,[1931],141,0,500.00,[5719],[4500],[1000]
3116,[1932],141,0,500.00,[],[],[]
3117,[1933],141,0,500.00,[],[],[]
3118,[1934],141,0,500.00,[5849],[2500],[1000]
3119,[1935],141,0,500.00,"[5849, 6506]","[2500, 2000]","[1000, 1000]"
3120,[1936],141,0,500.00,[6506],[2000],[1000]
3121,[1937],141,0,500.00,[],[],[]
3122,[1938],141,0,500.00,[],[],[]
3123,[1939],141,0,500.00,[],[],[]
3124,"[954, 83, 3366, 2495]",142,1,0.00,"[3305, 3266, 6782]","[10000, 13000, 13000]","[1000, 0, 0]"
3125,[953],142,0,500.00,"[3266, 5286, 5196, 6782]","[13000, 11500, 11500, 13000]","[1000, 0, 1000, 1000]"
3126,[952],142,0,500.00,"[5080, 5196]","[6000, 11500]","[0, 1000]"
3127,[951],142,0,500.00,"[5080, 1788]","[6000, 4000]","[0, 0]"
3128,[950],142,0,500.00,"[5080, 1788]","[6000, 4000]","[0, 0]"
3129,[949],142,0,500.00,"[5080, 1788, 4927]","[6000, 4000, 9500]","[1000, 0, 0]"
3130,[948],142,0,500.00,"[1788, 4927]","[4000, 9500]","[1000, 0]"
3131,[947],142,0,500.00,"[2633, 4927]","[8500, 9500]","[0, 0]"
3132,[946],142,0,500.00,"[2633, 4927]","[8500, 9500]","[0, 1000]"
3133,[945],142,0,500.00,[2633],[8500],[0]
3134,[944],142,0,500.00,[2633],[8500],[1000]
3135,[943],142,0,500.00,[],[],[]
3136,[942],142,0,500.00,[],[],[]
3137,[941],142,0,500.00,[],[],[]
3138,[940],142,0,500.00,[],[],[]
3139,[939],142,0,500.00,[2940],[4500],[0]
3140,[938],142,0,500.00,[6484],[4000],[0]
3141,[937],142,0,500.00,[6484],[4000],[0]
3142,[936],142,0,500.00,"[3745, 6484]","[4000, 4000]","[1000, 0]"
3143,[1974],142,0,500.00,"[3745, 6484]","[4000, 4000]","[1000, 1000]"
3144,[1975],142,0,500.00,[],[],[]
3145,[1976],142,0,500.00,[743],[2500],[1000]
3146,[1977],142,0,500.00,[743],[2500],[1000]
3147,[1978],142,0,500.00,"[4209, 2963]","[500, 1500]","[0, 1000]"
3148,[1979],142,0,500.00,"[4209, 2963, 6153, 895]","[500, 1500, 1000, 1000]","[0, 1000, 1000, 1000]"
3149,[1980],142,0,500.00,"[4209, 6957, 6153, 895]","[500, 500, 1000, 1000]","[0, 1000, 1000, 1000]"
3150,[1981],142,0,500.00,[],[],[]
3151,"[2946, 2075, 1374, 503]",143,1,0.00,[3294],[4500],[0]
3152,[1373],143,0,500.00,[3294],[4500],[1000]
3153,[1372],143,0,500.00,[],[],[]
3154,[1371],143,0,500.00,[5268],[3000],[1000]
3155,[1370],143,0,500.00,[],[],[]
3156,[1369],143,0,500.00,[],[],[]
3157,[1368],143,0,500.00,[],[],[]
3158,[1367],143,0,500.00,[],[],[]
3159,[1366],143,0,500.00,[],[],[]
3160,[1844],143,0,500.00,[],[],[]
3161,"[3365, 2494, 925, 54]",144,1,0.00,"[3305, 3266, 6782, 4007]","[10000, 9500, 9500, 10500]","[0, 0, 0, 1000]"
3162,[924],144,0,500.00,"[3305, 3266, 6782]","[10000, 9500, 9500]","[1000, 1000, 1000]"
3163,[923],144,0,500.00,"[5196, 5894]","[8000, 9000]","[0, 1000]"
3164,[922],144,0,500.00,"[5080, 5894]","[6000, 9000]","[0, 1000]"
3165,[921],144,0,500.00,"[5080, 1788]","[6000, 4000]","[0, 0]"
3166,[920],144,0,500.00,"[5080, 1788]","[6000, 4000]","[1000, 0]"
3167,[919],144,0,500.00,"[1788, 4927]","[4000, 6000]","[1000, 0]"
3168,[918],144,0,500.00,[4927],[6000],[0]
3169,[917],144,0,500.00,"[2633, 6069, 4927]","[5000, 5000, 6000]","[0, 0, 1000]"
3170,[916],144,0,500.00,[2633],[5000],[0]
3171,[915],144,0,500.00,[2633],[5000],[1000]
3172,[914],144,0,500.00,[],[],[]
3173,[913],144,0,500.00,[],[],[]
3174,[912],144,0,500.00,[],[],[]
3175,[911],144,0,500.00,[],[],[]
3176,[910],144,0,500.00,[3144],[2500],[1000]
3177,[909],144,0,500.00,[3144],[2500],[1000]
3178,[2031],144,0,500.00,[],[],[]
3179,[2032],144,0,500.00,[2940],[1000],[1000]
3180,[2033],144,0,500.00,"[2940, 4317]","[1000, 500]","[1000, 1000]"
3181,[2034],144,0,500.00,[],[],[]
3182,"[2665, 1625, 754, 1794]",145,1,0.00,"[6529, 2762, 2035, 3327]","[2500, 4000, 2500, 3500]","[0, 1000, 0, 0]"
3183,[755],145,0,500.00,"[792, 2035, 6182, 3327]","[3000, 2500, 2000, 3500]","[1000, 0, 0, 1000]"
3184,[756],145,0,500.00,"[792, 2035]","[3000, 2500]","[1000, 1000]"
3185,[2722],145,0,500.00,"[4570, 2035, 6182]","[2000, 2500, 2000]","[1000, 1000, 1000]"
3186,[2721],145,0,500.00,"[4570, 6182]","[2000, 2000]","[1000, 1000]"
3187,[2720],145,0,500.00,[],[],[]
3188,[2719],145,0,500.00,"[2425, 2690, 5957]","[500, 500, 500]","[1000, 1000, 1000]"
3189,[2718],145,0,500.00,[],[],[]
3190,"[1418, 547, 3382, 2511]",146,1,0.00,"[3336, 4121]","[5500, 6000]","[0, 1000]"
3191,[3381],146,0,500.00,[3336],[5500],[1000]
3192,[3380],146,0,500.00,[1261],[4500],[1000]
3193,[1359],146,0,500.00,"[1261, 6398]","[4500, 3000]","[1000, 0]"
3194,[1358],146,0,500.00,[6398],[3000],[0]
3195,[1357],146,0,500.00,[6398],[3000],[0]
3196,[1356],146,0,500.00,"[6398, 6999]","[3000, 1500]","[1000, 0]"
3197,[1355],146,0,500.00,[6999],[1500],[0]
3198,[1354],146,0,500.00,[6999],[1500],[0]
3199,[1353],146,0,500.00,"[3933, 6999]","[1000, 1500]","[1000, 1000]"
3200,[1352],146,0,500.00,[3933],[1000],[1000]
3201,[1351],146,0,500.00,[],[],[]
3202,"[3312, 2441, 1068, 197]",147,1,0.00,"[2193, 3537, 3349]","[3500, 5000, 4500]","[0, 1000, 0]"
3203,[1067],147,0,500.00,[3349],[4500],[1000]
3204,[1066],147,0,500.00,[],[],[]
3205,[1065],147,0,500.00,[5488],[2000],[0]
3206,[1064],147,0,500.00,[5488],[2000],[0]
3207,[2326],147,0,500.00,"[5488, 3889]","[2000, 2000]","[0, 1000]"
3208,[2327],147,0,500.00,"[5488, 3889]","[2000, 2000]","[1000, 1000]"
3209,[2328],147,0,500.00,[],[],[]
3210,[2329],147,0,500.00,"[1484, 6206, 6735]","[500, 500, 500]","[1000, 1000, 1000]"
3211,[2330],147,0,500.00,[],[],[]
3212,"[1395, 524, 1844, 2715]",148,1,0.00,"[3360, 5107, 653, 2734]","[4000, 3000, 3000, 3000]","[0, 0, 0, 0]"
3213,[525],148,0,500.00,"[3360, 5107, 653, 2734]","[4000, 3000, 3000, 3000]","[1000, 0, 0, 0]"
3214,[526],148,0,500.00,"[6866, 5107, 653, 2734]","[2000, 3000, 3000, 3000]","[0, 1000, 1000, 1000]"
3215,[527],148,0,500.00,[],[],[]
3216,[2801],148,0,500.00,"[6866, 4350, 4551]","[2000, 1000, 2000]","[1000, 0, 1000]"
3217,[2800],148,0,500.00,"[6866, 398, 4350, 4551]","[2000, 500, 1000, 2000]","[1000, 0, 0, 1000]"
3218,[2799],148,0,500.00,"[398, 4350]","[500, 1000]","[0, 0]"
3219,[2798],148,0,500.00,"[398, 4350]","[500, 1000]","[0, 1000]"
3220,[2797],148,0,500.00,[],[],[]
3221,"[1736, 865, 2493]",149,1,0.00,"[3370, 267]","[14500, 10500]","[0, 0]"
3222,[3363],149,0,500.00,"[3370, 267]","[14500, 10500]","[1000, 1000]"
3223,[3362],149,0,500.00,[],[],[]
3224,[3361],149,0,500.00,[],[],[]
3225,[3360],149,0,500.00,[],[],[]
3226,[3359],149,0,500.00,[],[],[]
3227,[3358],149,0,500.00,[],[],[]
3228,[3357],149,0,500.00,[],[],[]
3229,[3356],149,0,500.00,[],[],[]
3230,[3355],149,0,500.00,[],[],[]
3231,[3354],149,0,500.00,[],[],[]
3232,[3353],149,0,500.00,[],[],[]
3233,[3352],149,0,500.00,[],[],[]
3234,[3351],149,0,500.00,[],[],[]
3235,[3350],149,0,500.00,[],[],[]
3236,[3349],149,0,500.00,[6226],[7000],[1000]
3237,[3348],149,0,500.00,[6226],[7000],[1000]
3238,[3347],149,0,500.00,[],[],[]
3239,[3346],149,0,500.00,[],[],[]
3240,[3345],149,0,500.00,[],[],[]
3241,[3344],149,0,500.00,[],[],[]
3242,[3343],149,0,500.00,[],[],[]
3243,[3342],149,0,500.00,[3652],[2500],[0]
3244,[3341],149,0,500.00,[3652],[2500],[0]
3245,[3340],149,0,500.00,[3652],[2500],[1000]
3246,[3339],149,0,500.00,[],[],[]
3247,[3338],149,0,500.00,"[3266, 6101, 6782]","[1500, 500, 1500]","[1000, 0, 1000]"
3248,[3337],149,0,500.00,"[3305, 3266, 6101, 6782]","[1000, 1500, 500, 1500]","[1000, 1000, 0, 1000]"
3249,[3336],149,0,500.00,"[3305, 6101]","[1000, 500]","[1000, 1000]"
3250,[923],149,0,500.00,[],[],[]
3251,"[2377, 1732, 861]",150,1,0.00,"[3401, 3699, 316]","[8000, 7000, 7000]","[0, 0, 0]"
3252,[3247],150,0,500.00,"[3401, 3699, 316]","[8000, 7000, 7000]","[1000, 0, 0]"
3253,[3246],150,0,500.00,"[3699, 316]","[7000, 7000]","[0, 0]"
3254,[3245],150,0,500.00,"[3699, 316]","[7000, 7000]","[1000, 1000]"
3255,[3244],150,0,500.00,[],[],[]
3256,[3243],150,0,500.00,[6616],[4000],[0]
3257,[3242],150,0,500.00,[6616],[4000],[0]
3258,[3241],150,0,500.00,[6616],[4000],[1000]
3259,[3240],150,0,500.00,[],[],[]
3260,[3239],150,0,500.00,[],[],[]
3261,[3238],150,0,500.00,[],[],[]
3262,[3237],150,0,500.00,[],[],[]
3263,[1412],150,0,500.00,[],[],[]
3264,[1411],150,0,500.00,[],[],[]
3265,[1410],150,0,500.00,[],[],[]
3266,[1409],150,0,500.00,[2492],[500],[1000]
3267,[1408],150,0,500.00,[],[],[]
3268,"[3401, 1129, 258, 2530]",151,1,0.00,"[4881, 3419, 5638]","[9500, 10000, 10500]","[0, 0, 1000]"
3269,[1128],151,0,500.00,"[2193, 3419, 4881]","[8500, 10000, 9500]","[0, 1000, 0]"
3270,[1127],151,0,500.00,"[2193, 4881]","[8500, 9500]","[0, 1000]"
3271,[1126],151,0,500.00,[2193],[8500],[0]
3272,[1125],151,0,500.00,[2193],[8500],[1000]
3273,[1124],151,0,500.00,[],[],[]
3274,[1123],151,0,500.00,"[5488, 3889]","[7000, 6000]","[1000, 0]"
3275,[1122],151,0,500.00,"[5488, 3889, 6626]","[7000, 6000, 6500]","[1000, 0, 1000]"
3276,[1121],151,0,500.00,"[3889, 6626]","[6000, 6500]","[0, 1000]"
3277,[1120],151,0,500.00,"[3889, 5868]","[6000, 5500]","[1000, 1000]"
3278,[1119],151,0,500.00,[5868],[5500],[1000]
3279,[1118],151,0,500.00,[3181],[4500],[1000]
3280,[1117],151,0,500.00,[3181],[4500],[1000]
3281,[1116],151,0,500.00,[],[],[]
3282,[1115],151,0,500.00,[],[],[]
3283,[1114],151,0,500.00,[4383],[2500],[1000]
3284,[1113],151,0,500.00,[4383],[2500],[1000]
3285,[1112],151,0,500.00,[895],[1500],[1000]
3286,[1111],151,0,500.00,[895],[1500],[1000]
3287,[1110],151,0,500.00,[],[],[]
3288,[1109],151,0,500.00,[],[],[]
3289,"[2896, 2025, 1604, 733]",152,1,0.00,"[4504, 3441, 4970, 2773]","[10500, 10000, 9500, 10500]","[1000, 0, 0, 1000]"
3290,[2895],152,0,500.00,"[209, 4970, 3441]","[9500, 9500, 10000]","[1000, 1000, 1000]"
3291,[2894],152,0,500.00,[209],[9500],[1000]
3292,[2893],152,0,500.00,[],[],[]
3293,[2892],152,0,500.00,[],[],[]
3294,[2891],152,0,500.00,[],[],[]
3295,[2890],152,0,500.00,[3495],[6000],[0]
3296,[2889],152,0,500.00,[3495],[6000],[0]
3297,[2888],152,0,500.00,[3495],[6000],[0]
3298,[2887],152,0,500.00,"[4551, 3774, 3495]","[5500, 4500, 6000]","[1000, 0, 1000]"
3299,[2886],152,0,500.00,[3774],[4500],[0]
3300,[2885],152,0,500.00,"[522, 3774]","[3500, 4500]","[0, 0]"
3301,[2884],152,0,500.00,"[522, 3774]","[3500, 4500]","[0, 1000]"
3302,[2883],152,0,500.00,[522],[3500],[1000]
3303,[2882],152,0,500.00,[],[],[]
3304,[2881],152,0,500.00,[],[],[]
3305,[2880],152,0,500.00,[],[],[]
3306,[2879],152,0,500.00,[],[],[]
3307,[2878],152,0,500.00,[4317],[1000],[1000]
3308,[2877],152,0,500.00,"[4317, 743]","[1000, 500]","[1000, 1000]"
3309,[1052],152,0,500.00,[],[],[]
3310,"[1136, 265, 2764, 1893]",153,1,0.00,"[5730, 3463, 4237, 2233, 5562]","[14500, 15000, 8500, 11000, 13000]","[0, 0, 1000, 0, 0]"
3311,[1894],153,0,500.00,"[2233, 5562, 5730, 3463]","[11000, 13000, 14500, 15000]","[1000, 1000, 1000, 1000]"
3312,[1895],153,0,500.00,"[81, 2367]","[5500, 10000]","[1000, 1000]"
3313,[1896],153,0,500.00,"[81, 6450, 5013, 2367]","[5500, 12500, 12500, 10000]","[1000, 0, 0, 1000]"
3314,[1897],153,0,500.00,[],[],[]
3315,[1898],153,0,500.00,[2802],[11000],[1000]
3316,[1899],153,0,500.00,[2802],[11000],[1000]
3317,[1900],153,0,500.00,[5719],[4500],[0]
3318,[1901],153,0,500.00,[5719],[4500],[0]
3319,[1902],153,0,500.00,[5719],[4500],[0]
3320,[1903],153,0,500.00,[5719],[4500],[1000]
3321,[1904],153,0,500.00,[5849],[8500],[0]
3322,[1905],153,0,500.00,[5849],[8500],[0]
3323,[1906],153,0,500.00,[5849],[8500],[0]
3324,[1907],153,0,500.00,[5849],[8500],[1000]
3325,[1908],153,0,500.00,[],[],[]
3326,[1909],153,0,500.00,[792],[7000],[1000]
3327,[1910],153,0,500.00,[792],[7000],[1000]
3328,[1911],153,0,500.00,[],[],[]
3329,[788],153,0,500.00,"[5413, 2134]","[4500, 4500]","[0, 0]"
3330,[789],153,0,500.00,"[5413, 2134]","[4500, 4500]","[0, 0]"
3331,[790],153,0,500.00,"[5413, 2134]","[4500, 4500]","[0, 0]"
3332,[791],153,0,500.00,"[5413, 2134]","[4500, 4500]","[1000, 1000]"
3333,[792],153,0,500.00,[1449],[3500],[1000]
3334,[793],153,0,500.00,"[1449, 3958]","[3500, 3000]","[1000, 1000]"
3335,[794],153,0,500.00,[3958],[3000],[1000]
3336,[795],153,0,500.00,[],[],[]
3337,[796],153,0,500.00,[],[],[]
3338,[797],153,0,500.00,[],[],[]
3339,[798],153,0,500.00,[],[],[]
3340,[799],153,0,500.00,[],[],[]
3341,"[2888, 2017, 1372, 501]",154,1,0.00,[3495],[9000],[0]
3342,[2887],154,0,500.00,[3495],[9000],[1000]
3343,[2886],154,0,500.00,[],[],[]
3344,[2885],154,0,500.00,[522],[5500],[0]
3345,[2884],154,0,500.00,[522],[5500],[0]
3346,[2883],154,0,500.00,[522],[5500],[1000]
3347,[2882],154,0,500.00,[],[],[]
3348,[2881],154,0,500.00,[],[],[]
3349,[2880],154,0,500.00,[],[],[]
3350,[2879],154,0,500.00,[],[],[]
3351,[2878],154,0,500.00,[],[],[]
3352,[2877],154,0,500.00,[],[],[]
3353,[2876],154,0,500.00,[],[],[]
3354,[2875],154,0,500.00,[],[],[]
3355,[2874],154,0,500.00,[],[],[]
3356,[965],154,0,500.00,[],[],[]
3357,[964],154,0,500.00,[],[],[]
3358,[963],154,0,500.00,[],[],[]
3359,[962],154,0,500.00,[],[],[]
3360,"[1473, 602, 3297, 2426]",155,1,0.00,[3515],[5500],[0]
3361,[603],155,0,500.00,[3515],[5500],[1000]
3362,[604],155,0,500.00,[1710],[4500],[1000]
3363,[3354],155,0,500.00,[1710],[4500],[1000]
3364,[3353],155,0,500.00,[],[],[]
3365,[3352],155,0,500.00,"[773, 1261]","[2000, 2000]","[0, 0]"
3366,[3351],155,0,500.00,"[773, 1261]","[2000, 2000]","[0, 0]"
3367,[3350],155,0,500.00,"[773, 1261]","[2000, 2000]","[0, 0]"
3368,[3349],155,0,500.00,"[1261, 6226, 773]","[2000, 1500, 2000]","[1000, 1000, 1000]"
3369,[3348],155,0,500.00,"[1234, 6226, 2446]","[1000, 1500, 1000]","[1000, 1000, 1000]"
3370,[3347],155,0,500.00,"[1234, 2446]","[1000, 1000]","[1000, 1000]"
3371,[3346],155,0,500.00,[],[],[]
3372,"[552, 1816, 2687, 1423]",156,1,0.00,"[3528, 302]","[3500, 3500]","[0, 0]"
3373,[1817],156,0,500.00,"[3528, 302, 1798]","[3500, 3500, 2000]","[1000, 1000, 0]"
3374,[1818],156,0,500.00,[],[],[]
3375,[1819],156,0,500.00,[6182],[1000],[0]
3376,[1820],156,0,500.00,"[6529, 2035, 6182]","[1500, 1500, 1000]","[1000, 1000, 0]"
3377,[1821],156,0,500.00,"[6529, 2035, 6182]","[1500, 1500, 1000]","[1000, 1000, 0]"
3378,[698],156,0,500.00,[6182],[1000],[1000]
3379,[699],156,0,500.00,[],[],[]
3380,"[168, 3311, 2440, 1039]",157,1,0.00,"[3537, 3349, 1943]","[13500, 4500, 4000]","[0, 0, 1000]"
3381,[1038],157,0,500.00,"[3537, 3349, 1943]","[13500, 4500, 4000]","[1000, 1000, 1000]"
3382,[1037],157,0,500.00,[],[],[]
3383,[1036],157,0,500.00,[],[],[]
3384,[1035],157,0,500.00,"[5488, 1953]","[10500, 10500]","[0, 0]"
