OD_id,origin_id,destination_id,order_number,lambda
2705,77,196,242,0.003954248
2706,26,596,242,0.003954248
2707,354,311,241,0.003937908
2708,250,314,241,0.003937908
2709,475,80,241,0.003937908
2710,479,3,241,0.003937908
2711,130,354,241,0.003937908
2712,348,9,241,0.003937908
2713,311,26,241,0.003937908
2714,348,471,241,0.003937908
2715,27,2,241,0.003937908
2716,347,473,241,0.003937908
2717,224,145,241,0.003937908
2718,16,367,241,0.003937908
2719,84,242,241,0.003937908
2720,50,314,241,0.003937908
2721,27,618,241,0.003937908
2722,302,479,240,0.003921569
2723,443,335,240,0.003921569
2724,10,11,240,0.003921569
2725,3,3,240,0.003921569
2726,348,331,240,0.003921569
2727,335,30,240,0.003921569
2728,105,85,240,0.003921569
2729,11,310,240,0.003921569
2730,16,26,240,0.003921569
2731,6,95,240,0.003921569
2732,314,117,240,0.003921569
2733,404,380,240,0.003921569
2734,10,663,240,0.003921569
2735,123,31,239,0.003905229
2736,367,10,239,0.003905229
2737,588,394,239,0.003905229
2738,708,27,239,0.003905229
2739,640,582,239,0.003905229
2740,10,31,239,0.003905229
2741,48,123,239,0.003905229
2742,655,443,239,0.003905229
2743,84,498,239,0.003905229
2744,529,443,238,0.003888889
2745,302,3,238,0.003888889
2746,145,582,238,0.003888889
2747,596,32,238,0.003888889
2748,588,463,238,0.003888889
2749,348,723,238,0.003888889
2750,501,655,238,0.003888889
2751,30,32,238,0.003888889
2752,311,328,238,0.003888889
2753,588,196,238,0.003888889
2754,353,32,238,0.003888889
2755,25,80,238,0.003888889
2756,596,473,238,0.003888889
2757,558,15,237,0.003872549
2758,31,20,237,0.003872549
2759,80,544,237,0.003872549
2760,655,80,237,0.003872549
2761,674,558,237,0.003872549
2762,224,3,237,0.003872549
2763,311,295,237,0.003872549
2764,473,397,237,0.003872549
2765,224,586,237,0.003872549
2766,473,64,237,0.003872549
2767,380,347,237,0.003872549
2768,4,354,237,0.003872549
2769,84,335,237,0.003872549
2770,311,674,237,0.003872549
2771,131,353,237,0.003872549
2772,582,398,236,0.003856209
2773,1,31,236,0.003856209
2774,130,26,236,0.003856209
2775,9,250,236,0.003856209
2776,522,31,236,0.003856209
2777,123,313,236,0.003856209
2778,10,158,236,0.003856209
2779,224,107,236,0.003856209
2780,532,335,236,0.003856209
2781,56,335,236,0.003856209
2782,123,558,235,0.003839869
2783,9,535,235,0.003839869
2784,6,5,235,0.003839869
2785,479,663,235,0.003839869
2786,380,6,235,0.003839869
2787,529,498,235,0.003839869
2788,32,532,235,0.003839869
2789,280,379,235,0.003839869
2790,582,204,235,0.003839869
2791,463,473,235,0.003839869
2792,11,77,235,0.003839869
2793,193,348,235,0.003839869
2794,379,68,235,0.003839869
2795,311,535,235,0.003839869
2796,77,502,235,0.003839869
2797,367,473,235,0.003839869
2798,105,25,234,0.003823529
2799,443,514,234,0.003823529
2800,114,380,234,0.003823529
2801,26,265,234,0.003823529
2802,655,219,234,0.003823529
2803,535,123,234,0.003823529
2804,558,230,234,0.003823529
2805,475,105,234,0.003823529
2806,280,264,234,0.003823529
2807,558,31,234,0.003823529
2808,311,196,234,0.003823529
2809,130,532,234,0.003823529
2810,1,348,234,0.003823529
2811,130,295,234,0.003823529
2812,558,522,234,0.003823529
2813,673,130,234,0.003823529
2814,473,640,234,0.003823529
2815,243,529,234,0.003823529
2816,114,314,234,0.003823529
2817,475,123,234,0.003823529
2818,354,588,233,0.00380719
2819,27,163,233,0.00380719
2820,77,427,233,0.00380719
2821,68,638,233,0.00380719
2822,311,158,233,0.00380719
2823,16,397,233,0.00380719
2824,33,204,233,0.00380719
2825,48,6,233,0.00380719
2826,3,32,233,0.00380719
2827,230,84,233,0.00380719
2828,230,295,233,0.00380719
2829,310,219,233,0.00380719
2830,663,353,233,0.00380719
2831,95,224,233,0.00380719
2832,6,3,233,0.00380719
2833,532,10,233,0.00380719
2834,27,587,233,0.00380719
2835,393,230,233,0.00380719
2836,68,48,233,0.00380719
2837,522,479,232,0.00379085
2838,532,236,232,0.00379085
2839,353,532,232,0.00379085
2840,230,596,232,0.00379085
2841,307,80,232,0.00379085
2842,498,310,232,0.00379085
2843,9,529,232,0.00379085
2844,193,196,232,0.00379085
2845,84,311,232,0.00379085
2846,34,582,232,0.00379085
2847,596,123,232,0.00379085
2848,310,498,232,0.00379085
2849,331,31,232,0.00379085
2850,348,638,232,0.00379085
2851,354,379,232,0.00379085
2852,77,170,232,0.00379085
2853,463,80,232,0.00379085
2854,295,230,232,0.00379085
2855,443,131,232,0.00379085
2856,131,310,232,0.00379085
2857,348,80,232,0.00379085
2858,558,302,232,0.00379085
2859,107,68,231,0.00377451
2860,123,131,231,0.00377451
2861,543,314,231,0.00377451
2862,473,121,231,0.00377451
2863,331,348,231,0.00377451
2864,6,68,231,0.00377451
2865,310,3,231,0.00377451
2866,331,528,231,0.00377451
2867,498,230,231,0.00377451
2868,280,394,231,0.00377451
2869,48,97,231,0.00377451
2870,674,311,231,0.00377451
2871,6,475,231,0.00377451
2872,219,9,231,0.00377451
2873,230,158,231,0.00377451
2874,535,11,231,0.00377451
2875,95,123,231,0.00377451
2876,32,443,231,0.00377451
2877,243,84,230,0.00375817
2878,156,131,230,0.00375817
2879,6,10,230,0.00375817
2880,84,280,230,0.00375817
2881,224,514,230,0.00375817
2882,95,380,230,0.00375817
2883,313,204,230,0.00375817
2884,16,334,230,0.00375817
2885,68,443,230,0.00375817
2886,48,33,230,0.00375817
2887,328,314,229,0.00374183
2888,6,64,229,0.00374183
2889,26,123,229,0.00374183
2890,131,230,229,0.00374183
2891,68,196,229,0.00374183
2892,310,84,229,0.00374183
2893,236,264,229,0.00374183
2894,130,522,229,0.00374183
2895,196,105,229,0.00374183
2896,27,5,229,0.00374183
2897,15,224,229,0.00374183
2898,280,236,229,0.00374183
2899,131,9,229,0.00374183
2900,130,219,229,0.00374183
2901,588,15,229,0.00374183
2902,9,614,229,0.00374183
2903,558,9,229,0.00374183
2904,80,334,228,0.00372549
2905,348,302,228,0.00372549
2906,11,353,228,0.00372549
2907,394,77,228,0.00372549
2908,674,68,228,0.00372549
2909,68,236,228,0.00372549
2910,394,379,228,0.00372549
2911,307,224,228,0.00372549
2912,16,31,228,0.00372549
2913,77,121,228,0.00372549
2914,582,141,228,0.00372549
2915,479,354,228,0.00372549
2916,32,11,228,0.00372549
2917,130,655,228,0.00372549
2918,130,11,227,0.00370915
2919,107,498,227,0.00370915
2920,498,25,227,0.00370915
2921,532,331,227,0.00370915
2922,123,6,227,0.00370915
2923,475,479,227,0.00370915
2924,131,10,227,0.00370915
2925,517,314,227,0.00370915
2926,77,328,227,0.00370915
2927,335,242,226,0.00369281
2928,535,302,226,0.00369281
2929,68,535,226,0.00369281
2930,558,123,226,0.00369281
2931,16,609,226,0.00369281
2932,393,77,226,0.00369281
2933,443,230,226,0.00369281
2934,529,16,226,0.00369281
2935,353,243,226,0.00369281
2936,588,397,226,0.00369281
2937,32,26,225,0.003676471
2938,204,33,225,0.003676471
2939,224,295,225,0.003676471
2940,130,95,225,0.003676471
2941,196,32,225,0.003676471
2942,311,439,225,0.003676471
2943,32,498,225,0.003676471
2944,219,558,225,0.003676471
2945,43,582,225,0.003676471
2946,379,498,225,0.003676471
2947,398,354,225,0.003676471
2948,532,164,225,0.003676471
2949,230,26,225,0.003676471
2950,532,367,225,0.003676471
2951,311,141,225,0.003676471
2952,250,335,225,0.003676471
2953,544,16,225,0.003676471
2954,77,605,225,0.003676471
2955,522,347,225,0.003676471
2956,80,32,225,0.003676471
2957,224,347,224,0.003660131
2958,558,638,224,0.003660131
2959,380,463,224,0.003660131
2960,529,280,224,0.003660131
2961,673,224,224,0.003660131
2962,522,3,224,0.003660131
2963,80,141,224,0.003660131
2964,123,95,224,0.003660131
2965,30,6,224,0.003660131
2966,380,264,224,0.003660131
2967,331,385,224,0.003660131
2968,32,48,224,0.003660131
2969,123,394,224,0.003660131
2970,397,243,224,0.003660131
2971,307,16,224,0.003660131
2972,582,640,224,0.003660131
2973,353,522,224,0.003660131
2974,12,27,223,0.003643791
2975,274,243,223,0.003643791
2976,130,535,223,0.003643791
2977,443,25,223,0.003643791
2978,334,105,223,0.003643791
2979,16,236,223,0.003643791
2980,11,393,223,0.003643791
2981,331,347,223,0.003643791
2982,348,353,223,0.003643791
2983,582,264,223,0.003643791
2984,380,385,223,0.003643791
2985,310,394,223,0.003643791
2986,314,587,223,0.003643791
2987,532,497,223,0.003643791
2988,56,9,223,0.003643791
2989,95,16,222,0.003627451
2990,596,10,222,0.003627451
2991,498,280,222,0.003627451
2992,84,414,222,0.003627451
2993,348,10,222,0.003627451
2994,230,663,222,0.003627451
2995,414,367,222,0.003627451
2996,497,158,222,0.003627451
2997,582,242,222,0.003627451
2998,638,123,222,0.003627451
2999,593,80,222,0.003627451
3000,105,364,222,0.003627451
3001,674,473,222,0.003627451
3002,367,236,222,0.003627451
3003,2,473,222,0.003627451
3004,673,10,222,0.003627451
3005,230,586,222,0.003627451
3006,230,479,222,0.003627451
3007,243,26,222,0.003627451
3008,25,532,222,0.003627451
3009,123,11,222,0.003627451
3010,314,25,222,0.003627451
3011,25,529,221,0.003611111
3012,393,107,221,0.003611111
3013,397,334,221,0.003611111
3014,145,131,221,0.003611111
3015,558,353,221,0.003611111
3016,33,145,221,0.003611111
3017,236,25,221,0.003611111
3018,471,380,221,0.003611111
3019,596,265,221,0.003611111
3020,10,586,221,0.003611111
3021,596,26,221,0.003611111
3022,532,596,221,0.003611111
3023,353,141,221,0.003611111
3024,280,397,221,0.003611111
3025,334,27,220,0.003594771
3026,224,204,220,0.003594771
3027,348,522,220,0.003594771
3028,655,529,220,0.003594771
3029,640,32,220,0.003594771
3030,588,640,220,0.003594771
3031,674,230,220,0.003594771
3032,280,230,220,0.003594771
3033,443,393,220,0.003594771
3034,614,105,220,0.003594771
3035,427,314,220,0.003594771
3036,10,532,220,0.003594771
3037,618,27,220,0.003594771
3038,522,394,220,0.003594771
3039,398,596,220,0.003594771
3040,27,392,220,0.003594771
3041,532,123,220,0.003594771
3042,26,131,219,0.003578431
3043,97,80,219,0.003578431
3044,535,367,219,0.003578431
3045,243,394,219,0.003578431
3046,302,354,219,0.003578431
3047,582,708,219,0.003578431
3048,32,397,219,0.003578431
3049,236,609,219,0.003578431
3050,123,393,219,0.003578431
3051,15,348,219,0.003578431
3052,397,443,219,0.003578431
3053,95,331,219,0.003578431
3054,68,640,219,0.003578431
3055,348,663,219,0.003578431
3056,588,84,218,0.003562092
3057,156,558,218,0.003562092
3058,331,264,218,0.003562092
3059,498,9,218,0.003562092
3060,130,348,218,0.003562092
3061,9,114,218,0.003562092
3062,522,397,218,0.003562092
3063,80,95,218,0.003562092
3064,331,439,218,0.003562092
3065,588,638,218,0.003562092
3066,443,586,218,0.003562092
3067,77,544,218,0.003562092
3068,354,6,218,0.003562092
3069,367,84,218,0.003562092
3070,95,80,218,0.003562092
3071,230,532,218,0.003562092
3072,230,475,217,0.003545752
3073,307,123,217,0.003545752
3074,640,131,217,0.003545752
3075,522,596,217,0.003545752
3076,314,364,217,0.003545752
3077,224,689,217,0.003545752
3078,56,367,217,0.003545752
3079,171,170,217,0.003545752
3080,130,15,217,0.003545752
3081,532,243,217,0.003545752
3082,367,588,217,0.003545752
3083,310,236,217,0.003545752
3084,471,31,217,0.003545752
3085,10,15,217,0.003545752
3086,230,497,217,0.003545752
3087,335,4,217,0.003545752
3088,544,80,216,0.003529412
3089,302,145,216,0.003529412
3090,10,6,216,0.003529412
3091,16,33,216,0.003529412
3092,105,632,216,0.003529412
3093,11,394,216,0.003529412
3094,335,274,216,0.003529412
3095,265,80,216,0.003529412
3096,12,105,216,0.003529412
3097,230,638,216,0.003529412
3098,105,502,216,0.003529412
3099,236,164,216,0.003529412
3100,56,334,216,0.003529412
3101,609,367,216,0.003529412
3102,588,427,216,0.003529412
3103,48,367,216,0.003529412
3104,68,348,216,0.003529412
3105,295,31,216,0.003529412
3106,107,11,216,0.003529412
3107,588,2,216,0.003529412
3108,6,348,215,0.003513072
3109,311,145,215,0.003513072
3110,394,354,215,0.003513072
3111,30,582,215,0.003513072
3112,414,335,215,0.003513072
3113,501,84,215,0.003513072
3114,689,479,215,0.003513072
3115,80,26,215,0.003513072
3116,219,10,215,0.003513072
3117,398,335,215,0.003513072
3118,593,27,215,0.003513072
3119,4,314,215,0.003513072
3120,638,380,215,0.003513072
3121,10,130,214,0.003496732
3122,219,310,214,0.003496732
3123,131,558,214,0.003496732
3124,674,522,214,0.003496732
3125,50,582,214,0.003496732
3126,335,25,214,0.003496732
3127,529,314,214,0.003496732
3128,543,158,214,0.003496732
3129,532,558,214,0.003496732
3130,394,224,214,0.003496732
3131,250,9,214,0.003496732
3132,479,348,214,0.003496732
3133,105,64,214,0.003496732
3134,10,529,214,0.003496732
3135,501,224,214,0.003496732
3136,26,393,214,0.003496732
3137,26,367,214,0.003496732
3138,473,353,214,0.003496732
3139,295,145,214,0.003496732
3140,307,105,214,0.003496732
3141,16,145,213,0.003480392
3142,514,16,213,0.003480392
3143,529,224,213,0.003480392
3144,105,20,213,0.003480392
3145,558,511,213,0.003480392
3146,230,243,213,0.003480392
3147,11,397,213,0.003480392
3148,302,302,213,0.003480392
3149,354,335,213,0.003480392
3150,131,335,213,0.003480392
3151,105,543,213,0.003480392
3152,586,16,213,0.003480392
3153,582,404,213,0.003480392
3154,34,105,213,0.003480392
3155,367,443,213,0.003480392
3156,236,158,213,0.003480392
3157,68,532,213,0.003480392
3158,68,114,213,0.003480392
3159,398,367,213,0.003480392
3160,123,334,213,0.003480392
3161,532,354,212,0.003464052
3162,562,80,212,0.003464052
3163,1,68,212,0.003464052
3164,475,347,212,0.003464052
3165,9,501,212,0.003464052
3166,398,582,212,0.003464052
3167,586,331,212,0.003464052
3168,331,85,212,0.003464052
3169,310,11,212,0.003464052
3170,586,77,212,0.003464052
3171,107,48,212,0.003464052
3172,311,497,212,0.003464052
3173,443,596,212,0.003464052
3174,586,314,211,0.003447712
3175,562,335,211,0.003447712
3176,10,307,211,0.003447712
3177,10,3,211,0.003447712
3178,473,243,211,0.003447712
3179,295,348,211,0.003447712
3180,475,16,211,0.003447712
3181,6,295,211,0.003447712
3182,348,379,211,0.003447712
3183,130,145,211,0.003447712
3184,640,204,211,0.003447712
3185,123,295,211,0.003447712
3186,224,596,211,0.003447712
3187,532,393,211,0.003447712
3188,414,314,211,0.003447712
3189,674,353,211,0.003447712
3190,501,77,211,0.003447712
3191,331,242,211,0.003447712
3192,80,68,211,0.003447712
3193,640,224,211,0.003447712
3194,596,264,210,0.003431373
3195,280,10,210,0.003431373
3196,3,353,210,0.003431373
3197,311,475,210,0.003431373
3198,313,114,210,0.003431373
3199,439,314,210,0.003431373
3200,380,265,210,0.003431373
3201,107,398,210,0.003431373
3202,588,479,210,0.003431373
3203,380,475,210,0.003431373
3204,27,155,210,0.003431373
3205,34,558,210,0.003431373
3206,105,714,210,0.003431373
3207,582,158,210,0.003431373
3208,582,56,210,0.003431373
3209,638,473,210,0.003431373
3210,6,196,210,0.003431373
3211,16,663,210,0.003431373
3212,250,230,210,0.003431373
3213,473,674,210,0.003431373
3214,655,105,210,0.003431373
3215,522,11,210,0.003431373
3216,708,348,210,0.003431373
3217,609,314,209,0.003415033
3218,310,558,209,0.003415033
3219,501,379,209,0.003415033
3220,379,311,209,0.003415033
3221,158,131,209,0.003415033
3222,84,514,209,0.003415033
3223,33,638,209,0.003415033
3224,224,50,209,0.003415033
3225,640,347,209,0.003415033
3226,498,331,209,0.003415033
3227,3,219,209,0.003415033
3228,80,535,209,0.003415033
3229,379,32,209,0.003415033
3230,353,558,209,0.003415033
3231,105,661,209,0.003415033
3232,302,6,208,0.003398693
3233,32,508,208,0.003398693
3234,588,498,208,0.003398693
3235,558,48,208,0.003398693
3236,77,77,208,0.003398693
3237,230,141,208,0.003398693
3238,638,80,208,0.003398693
3239,640,310,208,0.003398693
3240,280,123,208,0.003398693
3241,250,310,208,0.003398693
3242,26,11,208,0.003398693
3243,558,335,208,0.003398693
3244,348,97,208,0.003398693
3245,16,107,208,0.003398693
3246,302,31,208,0.003398693
3247,535,353,208,0.003398693
3248,314,560,208,0.003398693
3249,354,302,208,0.003398693
3250,68,11,208,0.003398693
3251,16,532,208,0.003398693
3252,640,348,208,0.003398693
3253,123,663,208,0.003398693
3254,663,367,207,0.003382353
3255,463,10,207,0.003382353
3256,158,558,207,0.003382353
3257,302,475,207,0.003382353
3258,328,310,207,0.003382353
3259,131,522,207,0.003382353
3260,498,532,207,0.003382353
3261,274,105,207,0.003382353
3262,582,2,207,0.003382353
3263,224,723,207,0.003382353
3264,663,219,207,0.003382353
3265,348,640,207,0.003382353
3266,50,335,207,0.003382353
3267,9,427,207,0.003382353
3268,27,482,207,0.003382353
3269,638,9,207,0.003382353
3270,107,33,207,0.003382353
3271,295,335,207,0.003382353
3272,33,34,206,0.003366013
3273,586,529,206,0.003366013
3274,588,107,206,0.003366013
3275,562,167,206,0.003366013
3276,130,236,206,0.003366013
3277,84,219,206,0.003366013
3278,380,348,206,0.003366013
3279,588,250,206,0.003366013
3280,663,158,206,0.003366013
3281,224,638,206,0.003366013
3282,243,77,206,0.003366013
3283,1,582,206,0.003366013
3284,582,34,206,0.003366013
3285,307,310,206,0.003366013
3286,313,121,206,0.003366013
3287,196,6,206,0.003366013
3288,311,529,206,0.003366013
3289,204,31,206,0.003366013
3290,9,164,206,0.003366013
3291,68,158,206,0.003366013
3292,640,335,206,0.003366013
3293,250,84,206,0.003366013
3294,354,11,206,0.003366013
3295,95,9,206,0.003366013
3296,473,107,206,0.003366013
3297,105,560,205,0.003349673
3298,68,34,205,0.003349673
3299,588,313,205,0.003349673
3300,84,123,205,0.003349673
3301,6,311,205,0.003349673
3302,32,475,205,0.003349673
3303,6,723,205,0.003349673
3304,379,393,205,0.003349673
3305,9,145,205,0.003349673
3306,230,307,205,0.003349673
3307,310,310,205,0.003349673
3308,443,443,205,0.003349673
3309,280,586,205,0.003349673
3310,48,393,205,0.003349673
3311,242,353,205,0.003349673
3312,463,302,205,0.003349673
3313,16,586,205,0.003349673
3314,310,77,205,0.003349673
3315,130,586,204,0.003333333
3316,48,354,204,0.003333333
3317,145,473,204,0.003333333
3318,532,11,204,0.003333333
3319,380,614,204,0.003333333
3320,582,614,204,0.003333333
3321,310,334,204,0.003333333
3322,311,54,204,0.003333333
3323,663,498,204,0.003333333
3324,9,640,204,0.003333333
3325,131,655,204,0.003333333
3326,544,314,204,0.003333333
3327,236,33,204,0.003333333
3328,32,596,204,0.003333333
3329,397,10,204,0.003333333
3330,20,618,204,0.003333333
3331,379,33,204,0.003333333
3332,80,313,204,0.003333333
3333,674,655,204,0.003333333
3334,380,638,204,0.003333333
3335,27,29,204,0.003333333
3336,131,31,203,0.003316993
3337,663,522,203,0.003316993
3338,2,80,203,0.003316993
3339,588,535,203,0.003316993
3340,313,497,203,0.003316993
3341,107,414,203,0.003316993
3342,614,655,203,0.003316993
3343,398,84,203,0.003316993
3344,348,123,203,0.003316993
3345,230,196,203,0.003316993
3346,331,463,203,0.003316993
3347,354,522,203,0.003316993
3348,107,404,203,0.003316993
3349,219,16,203,0.003316993
3350,84,532,203,0.003316993
3351,156,16,203,0.003316993
3352,663,334,202,0.003300654
3353,123,655,202,0.003300654
3354,475,313,202,0.003300654
3355,68,170,202,0.003300654
3356,204,348,202,0.003300654
3357,32,84,202,0.003300654
3358,471,224,202,0.003300654
3359,314,274,202,0.003300654
3360,1,196,202,0.003300654
3361,68,30,202,0.003300654
3362,354,33,202,0.003300654
3363,353,334,202,0.003300654
3364,558,663,202,0.003300654
3365,26,334,202,0.003300654
3366,596,131,202,0.003300654
3367,353,311,202,0.003300654
3368,443,609,201,0.003284314
3369,638,16,201,0.003284314
3370,313,14,201,0.003284314
3371,131,68,201,0.003284314
3372,473,596,201,0.003284314
3373,348,479,201,0.003284314
3374,107,32,201,0.003284314
3375,250,311,201,0.003284314
3376,558,331,201,0.003284314
3377,224,393,201,0.003284314
3378,236,48,201,0.003284314
3379,313,479,201,0.003284314
3380,131,302,201,0.003284314
3381,10,26,201,0.003284314
3382,443,354,201,0.003284314
3383,33,219,201,0.003284314
3384,385,80,201,0.003284314
3385,638,31,201,0.003284314
3386,196,335,201,0.003284314
3387,596,498,201,0.003284314
3388,331,427,201,0.003284314
3389,131,331,201,0.003284314
3390,243,498,201,0.003284314
3391,674,123,200,0.003267974
3392,243,280,200,0.003267974
3393,379,123,200,0.003267974
3394,204,473,200,0.003267974
3395,11,609,200,0.003267974
3396,302,348,200,0.003267974
3397,393,224,200,0.003267974
3398,3,131,200,0.003267974
3399,10,348,200,0.003267974
3400,313,250,200,0.003267974
3401,473,517,200,0.003267974
3402,16,3,200,0.003267974
3403,582,543,200,0.003267974
3404,145,380,200,0.003267974
3405,586,582,200,0.003267974
3406,674,302,200,0.003267974
3407,4,334,200,0.003267974
3408,10,347,200,0.003267974
3409,380,295,200,0.003267974
3410,535,68,200,0.003267974
3411,11,10,199,0.003251634
3412,380,121,199,0.003251634
3413,655,26,199,0.003251634
3414,26,497,199,0.003251634
3415,463,16,199,0.003251634
3416,6,397,199,0.003251634
3417,552,314,199,0.003251634
3418,16,6,199,0.003251634
3419,674,158,199,0.003251634
3420,514,84,199,0.003251634
3421,193,6,199,0.003251634
3422,2,588,199,0.003251634
3423,655,532,199,0.003251634
3424,397,131,199,0.003251634
3425,588,145,199,0.003251634
3426,27,195,199,0.003251634
3427,158,10,199,0.003251634
3428,95,335,199,0.003251634
3429,280,11,199,0.003251634
3430,26,514,199,0.003251634
3431,224,264,199,0.003251634
3432,514,219,199,0.003251634
3433,12,331,198,0.003235294
3434,9,242,198,0.003235294
3435,379,586,198,0.003235294
3436,250,393,198,0.003235294
3437,354,394,198,0.003235294
3438,562,105,198,0.003235294
3439,10,689,198,0.003235294
3440,107,250,198,0.003235294
3441,10,638,198,0.003235294
3442,331,638,198,0.003235294
3443,473,586,198,0.003235294
3444,471,588,198,0.003235294
3445,479,347,198,0.003235294
3446,123,532,198,0.003235294
3447,328,354,198,0.003235294
3448,394,393,198,0.003235294
3449,596,280,198,0.003235294
3450,331,497,198,0.003235294
3451,353,68,198,0.003235294
3452,335,683,198,0.003235294
3453,558,10,198,0.003235294
3454,10,596,197,0.003218954
3455,33,517,197,0.003218954
3456,123,475,197,0.003218954
3457,302,97,197,0.003218954
3458,20,29,197,0.003218954
3459,314,20,197,0.003218954
3460,32,655,197,0.003218954
3461,123,10,197,0.003218954
3462,80,398,197,0.003218954
3463,265,280,197,0.003218954
3464,77,56,197,0.003218954
3465,80,264,197,0.003218954
3466,3,236,197,0.003218954
3467,522,236,197,0.003218954
3468,443,10,197,0.003218954
3469,335,517,197,0.003218954
3470,335,501,197,0.003218954
3471,314,661,197,0.003218954
3472,314,414,197,0.003218954
3473,219,230,197,0.003218954
3474,307,558,196,0.003202614
3475,443,123,196,0.003202614
3476,529,532,196,0.003202614
3477,33,367,196,0.003202614
3478,443,311,196,0.003202614
3479,335,34,196,0.003202614
3480,16,11,196,0.003202614
3481,473,632,196,0.003202614
3482,130,708,196,0.003202614
3483,427,473,196,0.003202614
3484,230,609,196,0.003202614
3485,130,723,196,0.003202614
3486,522,145,196,0.003202614
3487,105,605,196,0.003202614
3488,11,230,196,0.003202614
3489,204,15,196,0.003202614
3490,77,4,196,0.003202614
3491,145,68,196,0.003202614
3492,367,596,195,0.003186275
3493,1,20,195,0.003186275
3494,497,80,195,0.003186275
3495,348,354,195,0.003186275
3496,27,503,195,0.003186275
3497,501,443,195,0.003186275
3498,123,479,195,0.003186275
3499,26,107,195,0.003186275
3500,379,522,195,0.003186275
3501,313,26,195,0.003186275
3502,295,15,195,0.003186275
3503,310,443,195,0.003186275
3504,379,313,195,0.003186275
3505,522,663,195,0.003186275
3506,479,131,195,0.003186275
3507,10,463,195,0.003186275
3508,204,347,194,0.003169935
3509,6,522,194,0.003169935
3510,463,380,194,0.003169935
3511,522,655,194,0.003169935
3512,522,535,194,0.003169935
3513,475,588,194,0.003169935
3514,507,27,194,0.003169935
3515,609,84,194,0.003169935
3516,367,48,194,0.003169935
3517,586,367,194,0.003169935
3518,43,314,194,0.003169935
3519,314,514,194,0.003169935
3520,314,508,194,0.003169935
3521,393,596,194,0.003169935
3522,193,14,194,0.003169935
3523,501,219,193,0.003153595
3524,439,582,193,0.003153595
3525,16,471,193,0.003153595
3526,107,31,193,0.003153595
3527,10,107,193,0.003153595
3528,404,105,193,0.003153595
3529,582,414,193,0.003153595
3530,310,663,193,0.003153595
3531,313,609,193,0.003153595
3532,131,397,193,0.003153595
3533,48,313,193,0.003153595
3534,95,230,193,0.003153595
3535,532,274,193,0.003153595
3536,367,586,193,0.003153595
3537,511,27,193,0.003153595
3538,354,95,193,0.003153595
3539,145,31,193,0.003153595
3540,31,224,193,0.003153595
3541,27,23,193,0.003153595
3542,250,224,193,0.003153595
3543,674,354,193,0.003153595
3544,68,77,193,0.003153595
3545,543,32,193,0.003153595
3546,26,10,193,0.003153595
3547,314,126,193,0.003153595
3548,130,394,193,0.003153595
3549,463,105,193,0.003153595
3550,6,48,192,0.003137255
3551,353,274,192,0.003137255
3552,529,77,192,0.003137255
3553,33,77,192,0.003137255
3554,80,682,192,0.003137255
3555,243,586,192,0.003137255
3556,302,663,192,0.003137255
3557,543,582,192,0.003137255
3558,274,443,192,0.003137255
3559,588,609,192,0.003137255
3560,68,5,192,0.003137255
3561,314,4,192,0.003137255
3562,3,397,192,0.003137255
3563,196,9,192,0.003137255
3564,105,544,192,0.003137255
3565,331,295,192,0.003137255
3566,439,27,192,0.003137255
3567,367,385,192,0.003137255
3568,367,250,192,0.003137255
3569,663,347,192,0.003137255
3570,543,16,192,0.003137255
3571,236,347,192,0.003137255
3572,26,230,192,0.003137255
3573,34,68,192,0.003137255
3574,475,230,192,0.003137255
3575,596,586,192,0.003137255
3576,9,562,192,0.003137255
3577,367,535,192,0.003137255
3578,640,80,191,0.003120915
3579,204,314,191,0.003120915
3580,379,334,191,0.003120915
3581,236,385,191,0.003120915
3582,471,473,191,0.003120915
3583,3,31,191,0.003120915
3584,331,158,191,0.003120915
3585,596,84,191,0.003120915
3586,274,655,191,0.003120915
3587,398,314,191,0.003120915
3588,673,230,191,0.003120915
3589,379,236,191,0.003120915
3590,12,443,191,0.003120915
3591,379,596,191,0.003120915
3592,638,95,191,0.003120915
3593,582,130,191,0.003120915
3594,10,723,191,0.003120915
3595,393,443,191,0.003120915
3596,48,32,191,0.003120915
3597,219,26,191,0.003120915
3598,48,689,191,0.003120915
3599,68,674,190,0.003104575
3600,443,497,190,0.003104575
3601,473,250,190,0.003104575
3602,27,4,190,0.003104575
3603,689,105,190,0.003104575
3604,673,353,190,0.003104575
3605,236,535,190,0.003104575
3606,379,131,190,0.003104575
3607,295,204,190,0.003104575
3608,2,313,190,0.003104575
3609,230,97,190,0.003104575
3610,586,655,190,0.003104575
3611,331,689,190,0.003104575
3612,130,498,190,0.003104575
3613,274,219,190,0.003104575
3614,367,522,190,0.003104575
3615,398,353,190,0.003104575
3616,32,167,190,0.003104575
3617,11,9,190,0.003104575
3618,274,25,190,0.003104575
3619,243,443,189,0.003088235
3620,130,243,189,0.003088235
3621,311,264,189,0.003088235
3622,250,353,189,0.003088235
3623,107,471,189,0.003088235
3624,596,532,189,0.003088235
3625,30,105,189,0.003088235
3626,354,107,189,0.003088235
3627,479,219,189,0.003088235
3628,529,219,189,0.003088235
3629,501,9,189,0.003088235
3630,6,50,189,0.003088235
3631,56,224,189,0.003088235
3632,335,246,189,0.003088235
3633,10,674,189,0.003088235
3634,347,224,189,0.003088235
3635,663,588,189,0.003088235
